EntryTime,Type,Leverage,EntryPrice,ExitTime,ExitPrice,Result,ROI% on Capital,Final Balance
2025-01-05T20:00:00.000Z,LONG,5x,97989.5,2025-01-05T20:15:00.000Z,98577.437,WIN,3.00%,1030.00
2025-01-05T21:50:00.000Z,LONG,5x,98491.6,2025-01-06T02:05:00.000Z,99082.54960000001,WIN,3.00%,1060.90
2025-01-06T03:20:00.000Z,LONG,5x,99043.4,2025-01-06T05:30:00.000Z,99637.6604,WIN,3.00%,1092.73
2025-01-06T13:50:00.000Z,LONG,5x,99419.5,2025-01-06T14:45:00.000Z,100016.017,WIN,3.00%,1125.51
2025-01-06T15:10:00.000Z,LONG,5x,101202.4,2025-01-06T15:30:00.000Z,101809.61439999999,WIN,3.00%,1159.27
2025-01-06T15:50:00.000Z,LONG,5x,102306.1,2025-01-07T15:00:00.000Z,99236.917,LOSS,-15.00%,985.38
2025-01-09T08:00:00.000Z,SHORT,5x,93127,2025-01-09T13:30:00.000Z,92568.238,WIN,3.00%,1014.94
2025-01-09T13:55:00.000Z,SHORT,5x,91926.8,2025-01-09T20:20:00.000Z,91375.2392,WIN,3.00%,1045.39
2025-01-10T16:35:00.000Z,SHORT,5x,93214.4,2025-01-13T09:30:00.000Z,92655.1136,WIN,3.00%,1076.75
2025-01-15T13:00:00.000Z,LONG,5x,97020.9,2025-01-15T13:30:00.000Z,97603.0254,WIN,3.00%,1109.06
2025-01-15T15:00:00.000Z,LONG,5x,99514.8,2025-01-15T20:05:00.000Z,100111.8888,WIN,3.00%,1142.33
2025-01-15T23:20:00.000Z,LONG,5x,99766,2025-01-15T23:55:00.000Z,100364.596,WIN,3.00%,1176.60
2025-01-16T19:35:00.000Z,LONG,5x,99989.6,2025-01-16T20:00:00.000Z,100589.53760000001,WIN,3.00%,1211.90
2025-01-16T20:25:00.000Z,LONG,5x,100579.9,2025-01-17T01:35:00.000Z,101183.37939999999,WIN,3.00%,1248.25
2025-01-17T02:15:00.000Z,LONG,5x,102046.6,2025-01-17T12:40:00.000Z,102658.8796,WIN,3.00%,1285.70
2025-01-17T14:30:00.000Z,LONG,5x,102816.9,2025-01-17T15:00:00.000Z,103433.8014,WIN,3.00%,1324.27
2025-01-17T16:10:00.000Z,LONG,5x,104384.2,2025-01-17T17:25:00.000Z,105010.5052,WIN,3.00%,1364.00
2025-01-18T23:00:00.000Z,LONG,5x,104409.7,2025-01-19T02:20:00.000Z,105036.15819999999,WIN,3.00%,1404.92
2025-01-23T14:25:00.000Z,LONG,5x,102398.7,2025-01-23T14:30:00.000Z,103013.0922,WIN,3.00%,1447.07
2025-01-23T15:45:00.000Z,LONG,5x,105045.7,2025-01-23T16:05:00.000Z,105675.9742,WIN,3.00%,1490.48
2025-01-23T23:05:00.000Z,LONG,5x,104186.8,2025-01-24T04:45:00.000Z,104811.9208,WIN,3.00%,1535.19
2025-01-28T16:00:00.000Z,SHORT,5x,102601.2,2025-01-28T16:25:00.000Z,101985.5928,WIN,3.00%,1581.25
2025-01-28T18:05:00.000Z,SHORT,5x,102371.5,2025-01-28T20:45:00.000Z,101757.271,WIN,3.00%,1628.69
2025-01-28T21:35:00.000Z,SHORT,5x,100861.1,2025-01-28T21:50:00.000Z,100255.93340000001,WIN,3.00%,1677.55
2025-01-29T13:00:00.000Z,SHORT,5x,102079.3,2025-01-29T19:15:00.000Z,101466.8242,WIN,3.00%,1727.87
2025-02-01T03:00:00.000Z,SHORT,5x,102335.7,2025-02-01T09:30:00.000Z,101721.68579999999,WIN,3.00%,1779.71
2025-02-01T22:15:00.000Z,SHORT,5x,100757.8,2025-02-02T03:05:00.000Z,100153.2532,WIN,3.00%,1833.10
2025-02-02T03:15:00.000Z,SHORT,5x,100043.9,2025-02-02T03:25:00.000Z,99443.6366,WIN,3.00%,1888.10
2025-02-02T04:00:00.000Z,SHORT,5x,99070,2025-02-02T12:35:00.000Z,98475.58,WIN,3.00%,1944.74
2025-02-02T17:20:00.000Z,SHORT,5x,97692.5,2025-02-02T17:50:00.000Z,97106.345,WIN,3.00%,2003.08
2025-02-06T16:20:00.000Z,SHORT,5x,96937,2025-02-06T16:55:00.000Z,96355.378,WIN,3.00%,2063.17
2025-02-06T18:15:00.000Z,SHORT,5x,96215.5,2025-02-06T19:45:00.000Z,95638.207,WIN,3.00%,2125.07
2025-02-07T00:40:00.000Z,SHORT,5x,96461,2025-02-07T14:05:00.000Z,99354.83,LOSS,-15.00%,1806.31
2025-02-07T19:05:00.000Z,SHORT,5x,97361.6,2025-02-07T20:00:00.000Z,96777.43040000001,WIN,3.00%,1860.50
2025-02-07T20:30:00.000Z,SHORT,5x,95999.9,2025-02-09T21:35:00.000Z,95423.9006,WIN,3.00%,1916.31
2025-02-17T04:10:00.000Z,SHORT,5x,96038.5,2025-02-17T16:10:00.000Z,95462.269,WIN,3.00%,1973.80
2025-02-17T16:20:00.000Z,SHORT,5x,95647.5,2025-02-18T08:45:00.000Z,95073.615,WIN,3.00%,2033.02
2025-02-18T16:25:00.000Z,SHORT,5x,95211.7,2025-02-18T16:40:00.000Z,94640.4298,WIN,3.00%,2094.01
2025-02-18T17:20:00.000Z,SHORT,5x,94524.8,2025-02-18T18:00:00.000Z,93957.65120000001,WIN,3.00%,2156.83
2025-02-18T18:15:00.000Z,SHORT,5x,94004.1,2025-02-18T19:05:00.000Z,93440.0754,WIN,3.00%,2221.53
2025-02-20T00:50:00.000Z,LONG,5x,96734.6,2025-02-20T03:00:00.000Z,97315.00760000001,WIN,3.00%,2288.18
2025-02-20T04:25:00.000Z,LONG,5x,97212.6,2025-02-20T14:15:00.000Z,97795.8756,WIN,3.00%,2356.82
2025-02-20T17:20:00.000Z,LONG,5x,97850,2025-02-20T19:20:00.000Z,98437.1,WIN,3.00%,2427.53
2025-02-20T20:25:00.000Z,LONG,5x,98532.6,2025-02-21T13:00:00.000Z,99123.79560000001,WIN,3.00%,2500.35
2025-02-21T13:35:00.000Z,LONG,5x,99387,2025-02-21T19:00:00.000Z,96405.39,LOSS,-15.00%,2125.30
2025-02-24T04:00:00.000Z,SHORT,5x,95427.6,2025-02-24T14:50:00.000Z,94855.0344,WIN,3.00%,2189.06
2025-02-24T15:30:00.000Z,SHORT,5x,94232.5,2025-02-24T19:40:00.000Z,93667.105,WIN,3.00%,2254.73
2025-02-24T21:00:00.000Z,SHORT,5x,93868.1,2025-02-24T22:00:00.000Z,93304.89140000001,WIN,3.00%,2322.37
2025-02-24T22:40:00.000Z,SHORT,5x,93097.4,2025-02-24T22:50:00.000Z,92538.81559999999,WIN,3.00%,2392.04
2025-02-24T23:20:00.000Z,SHORT,5x,92260.2,2025-02-24T23:35:00.000Z,91706.6388,WIN,3.00%,2463.81
2025-02-24T23:50:00.000Z,SHORT,5x,91418.4,2025-02-25T00:10:00.000Z,90869.8896,WIN,3.00%,2537.72
2025-02-25T06:00:00.000Z,SHORT,5x,91819.1,2025-02-25T06:50:00.000Z,91268.1854,WIN,3.00%,2613.85
2025-02-25T07:30:00.000Z,SHORT,5x,88940.4,2025-02-25T07:35:00.000Z,88406.7576,WIN,3.00%,2692.27
2025-02-25T09:25:00.000Z,SHORT,5x,88607.9,2025-02-25T10:00:00.000Z,88076.25259999999,WIN,3.00%,2773.03
2025-02-25T10:15:00.000Z,SHORT,5x,87905.1,2025-02-25T10:20:00.000Z,87377.6694,WIN,3.00%,2856.23
2025-02-25T14:00:00.000Z,SHORT,5x,88789.6,2025-02-25T14:40:00.000Z,88256.8624,WIN,3.00%,2941.91
2025-02-26T17:00:00.000Z,SHORT,5x,86907.8,2025-02-26T17:35:00.000Z,86386.3532,WIN,3.00%,3030.17
2025-02-26T17:55:00.000Z,SHORT,5x,86010,2025-02-26T18:25:00.000Z,85493.94,WIN,3.00%,3121.07
2025-02-26T19:00:00.000Z,SHORT,5x,84033.8,2025-02-26T20:10:00.000Z,83529.5972,WIN,3.00%,3214.71
2025-02-27T17:00:00.000Z,SHORT,5x,84536.7,2025-02-27T19:25:00.000Z,84029.4798,WIN,3.00%,3311.15
2025-02-27T20:05:00.000Z,SHORT,5x,83393.4,2025-02-27T20:15:00.000Z,82893.03959999999,WIN,3.00%,3410.48
2025-03-06T02:10:00.000Z,LONG,5x,91575,2025-03-06T04:40:00.000Z,92124.45,WIN,3.00%,3512.80
2025-03-06T05:25:00.000Z,LONG,5x,92366.5,2025-03-06T13:55:00.000Z,89595.505,LOSS,-15.00%,2985.88
2025-03-07T09:00:00.000Z,LONG,5x,88457.9,2025-03-07T09:25:00.000Z,88988.6474,WIN,3.00%,3075.45
2025-03-07T13:05:00.000Z,LONG,5x,89333.9,2025-03-07T13:30:00.000Z,89869.9034,WIN,3.00%,3167.72
2025-03-07T14:45:00.000Z,LONG,5x,90644,2025-03-07T16:20:00.000Z,87924.68,LOSS,-15.00%,2692.56
2025-03-08T01:05:00.000Z,SHORT,5x,86538.2,2025-03-08T01:20:00.000Z,86018.9708,WIN,3.00%,2773.34
2025-03-08T01:35:00.000Z,SHORT,5x,85413.9,2025-03-09T10:45:00.000Z,84901.4166,WIN,3.00%,2856.54
2025-03-09T10:55:00.000Z,SHORT,5x,84816.7,2025-03-09T12:05:00.000Z,84307.7998,WIN,3.00%,2942.23
2025-03-09T14:00:00.000Z,SHORT,5x,83481.3,2025-03-09T14:15:00.000Z,82980.4122,WIN,3.00%,3030.50
2025-03-09T15:45:00.000Z,SHORT,5x,82914.6,2025-03-09T16:50:00.000Z,82417.1124,WIN,3.00%,3121.41
2025-03-09T17:00:00.000Z,SHORT,5x,82565.4,2025-03-09T21:20:00.000Z,82070.0076,WIN,3.00%,3215.06
2025-03-09T22:00:00.000Z,SHORT,5x,81685,2025-03-09T22:25:00.000Z,81194.89,WIN,3.00%,3311.51
2025-03-10T16:20:00.000Z,SHORT,5x,79466.8,2025-03-10T16:50:00.000Z,78989.9992,WIN,3.00%,3410.85
2025-03-10T18:55:00.000Z,SHORT,5x,77620.7,2025-03-11T00:30:00.000Z,77154.9758,WIN,3.00%,3513.18
2025-03-11T01:10:00.000Z,SHORT,5x,77087.1,2025-03-11T02:00:00.000Z,79399.713,LOSS,-15.00%,2986.20
2025-03-16T18:20:00.000Z,LONG,5x,83932.9,2025-03-17T18:40:00.000Z,84436.4974,WIN,3.00%,3075.79
2025-03-18T22:10:00.000Z,LONG,5x,82225.5,2025-03-18T23:15:00.000Z,82718.853,WIN,3.00%,3168.06
2025-03-18T23:50:00.000Z,LONG,5x,82750.6,2025-03-19T05:50:00.000Z,83247.1036,WIN,3.00%,3263.10
2025-03-19T06:15:00.000Z,LONG,5x,83284.9,2025-03-19T10:30:00.000Z,83784.6094,WIN,3.00%,3361.00
2025-03-19T14:00:00.000Z,LONG,5x,84324.4,2025-03-19T15:50:00.000Z,84830.3464,WIN,3.00%,3461.83
2025-03-19T19:40:00.000Z,LONG,5x,85417,2025-03-19T22:35:00.000Z,85929.50200000001,WIN,3.00%,3565.68
2025-03-19T23:25:00.000Z,LONG,5x,86765.8,2025-03-20T00:00:00.000Z,87286.39480000001,WIN,3.00%,3672.65
2025-03-21T17:40:00.000Z,LONG,5x,84032.8,2025-03-21T21:35:00.000Z,84536.99680000001,WIN,3.00%,3782.83
2025-03-23T02:30:00.000Z,LONG,5x,84160,2025-03-23T11:00:00.000Z,84664.96,WIN,3.00%,3896.32
2025-03-23T13:20:00.000Z,LONG,5x,84892.3,2025-03-23T22:15:00.000Z,85401.6538,WIN,3.00%,4013.21
2025-03-23T23:05:00.000Z,LONG,5x,85438.3,2025-03-23T23:55:00.000Z,85950.9298,WIN,3.00%,4133.60
2025-03-24T00:20:00.000Z,LONG,5x,86199.9,2025-03-24T04:00:00.000Z,86717.09939999999,WIN,3.00%,4257.61
2025-03-24T04:45:00.000Z,LONG,5x,86852.5,2025-03-24T08:25:00.000Z,87373.615,WIN,3.00%,4385.34
2025-03-24T15:55:00.000Z,LONG,5x,88283.6,2025-03-28T06:50:00.000Z,85635.092,LOSS,-15.00%,3727.54
2025-04-01T02:00:00.000Z,LONG,5x,82669.9,2025-04-01T03:15:00.000Z,83165.9194,WIN,3.00%,3839.36
2025-04-01T04:35:00.000Z,LONG,5x,83141.6,2025-04-01T08:10:00.000Z,83640.4496,WIN,3.00%,3954.55
2025-04-01T08:50:00.000Z,LONG,5x,84042,2025-04-01T15:10:00.000Z,84546.25200000001,WIN,3.00%,4073.18
2025-04-01T15:35:00.000Z,LONG,5x,85148.8,2025-04-02T13:45:00.000Z,85659.6928,WIN,3.00%,4195.38
2025-04-02T14:20:00.000Z,LONG,5x,85645.7,2025-04-02T15:05:00.000Z,86159.5742,WIN,3.00%,4321.24
2025-04-02T15:25:00.000Z,LONG,5x,86509.1,2025-04-02T15:30:00.000Z,87028.15460000001,WIN,3.00%,4450.88
2025-04-03T21:00:00.000Z,LONG,5x,82299.9,2025-04-03T21:55:00.000Z,82793.6994,WIN,3.00%,4584.40
2025-04-03T22:20:00.000Z,LONG,5x,82732.6,2025-04-03T23:45:00.000Z,83228.99560000001,WIN,3.00%,4721.93
2025-04-03T23:55:00.000Z,LONG,5x,83181.5,2025-04-04T07:25:00.000Z,83680.589,WIN,3.00%,4863.59
2025-04-05T01:00:00.000Z,LONG,5x,83830.3,2025-04-06T17:30:00.000Z,81315.391,LOSS,-15.00%,4134.05
2025-04-06T17:35:00.000Z,SHORT,5x,81434,2025-04-06T17:45:00.000Z,80945.396,WIN,3.00%,4258.07
2025-04-06T18:00:00.000Z,SHORT,5x,80363.4,2025-04-06T18:20:00.000Z,79881.2196,WIN,3.00%,4385.82
2025-04-06T18:45:00.000Z,SHORT,5x,78930.7,2025-04-06T22:00:00.000Z,78457.1158,WIN,3.00%,4517.39
2025-04-06T22:40:00.000Z,SHORT,5x,78287.5,2025-04-06T22:50:00.000Z,77817.775,WIN,3.00%,4652.91
2025-04-07T04:15:00.000Z,SHORT,5x,77235.7,2025-04-07T04:40:00.000Z,76772.2858,WIN,3.00%,4792.50
2025-04-07T06:15:00.000Z,SHORT,5x,76162.5,2025-04-07T06:25:00.000Z,75705.525,WIN,3.00%,4936.28
2025-04-08T14:20:00.000Z,SHORT,5x,79540.7,2025-04-08T14:40:00.000Z,79063.4558,WIN,3.00%,5084.36
2025-04-08T15:20:00.000Z,SHORT,5x,78298.2,2025-04-08T16:20:00.000Z,77828.4108,WIN,3.00%,5236.90
2025-04-08T16:35:00.000Z,SHORT,5x,77554.9,2025-04-08T17:05:00.000Z,77089.57059999999,WIN,3.00%,5394.00
2025-04-08T17:30:00.000Z,SHORT,5x,76562.5,2025-04-09T00:00:00.000Z,76103.125,WIN,3.00%,5555.82
2025-04-11T03:55:00.000Z,LONG,5x,80796.9,2025-04-11T06:45:00.000Z,81281.6814,WIN,3.00%,5722.50
2025-04-11T08:10:00.000Z,LONG,5x,81408.6,2025-04-11T09:25:00.000Z,81897.0516,WIN,3.00%,5894.17
2025-04-11T09:55:00.000Z,LONG,5x,82388,2025-04-11T10:30:00.000Z,82882.328,WIN,3.00%,6071.00
2025-04-11T17:10:00.000Z,LONG,5x,82916.6,2025-04-11T17:35:00.000Z,83414.0996,WIN,3.00%,6253.13
2025-04-11T18:00:00.000Z,LONG,5x,84075,2025-04-12T13:55:00.000Z,84579.45,WIN,3.00%,6440.72
2025-04-12T14:25:00.000Z,LONG,5x,84856.7,2025-04-12T15:40:00.000Z,85365.84019999999,WIN,3.00%,6633.94
2025-04-12T20:15:00.000Z,LONG,5x,85167.6,2025-04-12T20:40:00.000Z,85678.60560000001,WIN,3.00%,6832.96
2025-04-14T02:25:00.000Z,LONG,5x,84998.8,2025-04-14T02:30:00.000Z,85508.79280000001,WIN,3.00%,7037.95
2025-04-14T02:50:00.000Z,LONG,5x,85249.4,2025-04-15T05:35:00.000Z,85760.8964,WIN,3.00%,7249.09
2025-04-17T02:55:00.000Z,LONG,5x,84226.5,2025-04-17T06:40:00.000Z,84731.859,WIN,3.00%,7466.56
2025-04-17T07:25:00.000Z,LONG,5x,84891.6,2025-04-17T18:20:00.000Z,85400.9496,WIN,3.00%,7690.56
2025-04-17T18:40:00.000Z,LONG,5x,85334.6,2025-04-21T00:25:00.000Z,85846.6076,WIN,3.00%,7921.27
2025-04-21T01:30:00.000Z,LONG,5x,87072.1,2025-04-21T02:20:00.000Z,87594.5326,WIN,3.00%,8158.91
2025-04-21T14:10:00.000Z,LONG,5x,87637.1,2025-04-21T14:25:00.000Z,88162.9226,WIN,3.00%,8403.68
2025-04-21T15:00:00.000Z,LONG,5x,88147.2,2025-04-22T01:20:00.000Z,88676.0832,WIN,3.00%,8655.79
2025-04-22T05:35:00.000Z,LONG,5x,88257.5,2025-04-22T12:35:00.000Z,88787.045,WIN,3.00%,8915.46
2025-04-22T12:50:00.000Z,LONG,5x,88807.6,2025-04-22T13:05:00.000Z,89340.4456,WIN,3.00%,9182.93
2025-04-22T13:40:00.000Z,LONG,5x,90116.1,2025-04-22T14:35:00.000Z,90656.7966,WIN,3.00%,9458.42
2025-04-22T15:00:00.000Z,LONG,5x,91129.2,2025-04-22T18:00:00.000Z,91675.9752,WIN,3.00%,9742.17
2025-04-22T19:00:00.000Z,LONG,5x,91600.2,2025-04-22T21:45:00.000Z,92149.8012,WIN,3.00%,10034.43
2025-04-22T23:30:00.000Z,LONG,5x,93641.2,2025-04-23T07:55:00.000Z,94203.0472,WIN,3.00%,10335.47
2025-04-23T08:15:00.000Z,LONG,5x,94229.9,2025-04-23T13:35:00.000Z,94795.2794,WIN,3.00%,10645.53
2025-04-24T15:10:00.000Z,LONG,5x,93250.5,2025-04-24T23:30:00.000Z,93810.003,WIN,3.00%,10964.90
2025-05-01T01:00:00.000Z,LONG,5x,94449.9,2025-05-01T05:40:00.000Z,95016.59939999999,WIN,3.00%,11293.84
2025-05-01T09:00:00.000Z,LONG,5x,95132.9,2025-05-01T09:50:00.000Z,95703.69739999999,WIN,3.00%,11632.66
2025-05-01T10:15:00.000Z,LONG,5x,96173.9,2025-05-01T14:55:00.000Z,96750.94339999999,WIN,3.00%,11981.64
2025-05-01T16:35:00.000Z,LONG,5x,97268.7,2025-05-02T14:55:00.000Z,97852.3122,WIN,3.00%,12341.09
2025-05-02T16:10:00.000Z,LONG,5x,97567,2025-05-04T23:05:00.000Z,94639.98999999999,LOSS,-15.00%,10489.92
2025-05-07T00:20:00.000Z,LONG,5x,97343.9,2025-05-08T01:00:00.000Z,97927.9634,WIN,3.00%,10804.62
2025-05-08T01:30:00.000Z,LONG,5x,97920.8,2025-05-08T02:25:00.000Z,98508.3248,WIN,3.00%,11128.76
2025-05-08T08:05:00.000Z,LONG,5x,99427.2,2025-05-08T15:20:00.000Z,100023.7632,WIN,3.00%,11462.62
2025-05-08T15:45:00.000Z,LONG,5x,101299,2025-05-08T20:35:00.000Z,101906.794,WIN,3.00%,11806.50
2025-05-08T20:55:00.000Z,LONG,5x,102576.9,2025-05-08T21:15:00.000Z,103192.3614,WIN,3.00%,12160.70
2025-05-10T23:10:00.000Z,LONG,5x,103961.2,2025-05-10T23:15:00.000Z,104584.9672,WIN,3.00%,12525.52
2025-05-10T23:50:00.000Z,LONG,5x,104712.4,2025-05-12T07:00:00.000Z,105340.67439999999,WIN,3.00%,12901.28
2025-05-17T00:00:00.000Z,SHORT,5x,103411.4,2025-05-17T01:20:00.000Z,102790.9316,WIN,3.00%,13288.32
2025-05-17T07:45:00.000Z,SHORT,5x,103419.9,2025-05-17T09:25:00.000Z,102799.38059999999,WIN,3.00%,13686.97
2025-05-17T09:45:00.000Z,SHORT,5x,102814.5,2025-05-18T16:55:00.000Z,105898.935,LOSS,-15.00%,11633.93
2025-05-18T22:20:00.000Z,LONG,5x,104646.7,2025-05-18T22:30:00.000Z,105274.5802,WIN,3.00%,11982.94
2025-05-18T22:50:00.000Z,LONG,5x,105558.3,2025-05-18T23:50:00.000Z,106191.6498,WIN,3.00%,12342.43
2025-05-19T02:05:00.000Z,SHORT,5x,104981.6,2025-05-19T03:05:00.000Z,104351.71040000001,WIN,3.00%,12712.70
2025-05-19T03:35:00.000Z,SHORT,5x,104009.7,2025-05-19T04:00:00.000Z,103385.6418,WIN,3.00%,13094.09
2025-05-19T04:25:00.000Z,SHORT,5x,103266.3,2025-05-19T05:00:00.000Z,102646.7022,WIN,3.00%,13486.91
2025-05-19T06:30:00.000Z,SHORT,5x,102221.7,2025-05-19T16:55:00.000Z,105288.351,LOSS,-15.00%,11463.87
2025-05-21T04:35:00.000Z,LONG,5x,107489,2025-05-21T14:50:00.000Z,108133.934,WIN,3.00%,11807.79
2025-05-21T16:45:00.000Z,LONG,5x,109631.2,2025-05-21T17:50:00.000Z,106342.264,LOSS,-15.00%,10036.62
2025-05-21T20:00:00.000Z,LONG,5x,108499.8,2025-05-21T23:10:00.000Z,109150.7988,WIN,3.00%,10337.72
2025-05-21T23:55:00.000Z,LONG,5x,109609.5,2025-05-22T01:00:00.000Z,110267.157,WIN,3.00%,10647.85
2025-05-22T02:20:00.000Z,LONG,5x,110441.3,2025-05-22T03:40:00.000Z,111103.94780000001,WIN,3.00%,10967.29
2025-05-24T23:00:00.000Z,SHORT,5x,107906.1,2025-05-25T00:40:00.000Z,107258.6634,WIN,3.00%,11296.30
2025-05-25T07:00:00.000Z,SHORT,5x,107798.1,2025-05-25T08:45:00.000Z,107151.3114,WIN,3.00%,11635.19
2025-05-25T09:35:00.000Z,SHORT,5x,106800.3,2025-05-26T07:05:00.000Z,110004.30900000001,LOSS,-15.00%,9889.91
2025-05-26T14:00:00.000Z,SHORT,5x,109570.3,2025-05-26T17:45:00.000Z,108912.8782,WIN,3.00%,10186.61
2025-05-26T19:05:00.000Z,SHORT,5x,108967.8,2025-05-27T01:15:00.000Z,108313.9932,WIN,3.00%,10492.21
2025-05-28T02:00:00.000Z,SHORT,5x,108635.6,2025-05-28T13:55:00.000Z,107983.78640000001,WIN,3.00%,10806.98
2025-05-28T14:05:00.000Z,SHORT,5x,107932.2,2025-05-28T15:05:00.000Z,107284.6068,WIN,3.00%,11131.19
2025-05-28T20:00:00.000Z,SHORT,5x,106895.7,2025-05-29T17:40:00.000Z,106254.32579999999,WIN,3.00%,11465.12
2025-05-29T18:05:00.000Z,SHORT,5x,106426,2025-05-29T18:55:00.000Z,105787.444,WIN,3.00%,11809.07
2025-05-30T00:45:00.000Z,SHORT,5x,105396.3,2025-05-30T00:55:00.000Z,104763.9222,WIN,3.00%,12163.35
2025-05-30T07:15:00.000Z,SHORT,5x,105509.7,2025-05-30T07:45:00.000Z,104876.6418,WIN,3.00%,12528.25
2025-05-30T08:15:00.000Z,SHORT,5x,104933.2,2025-05-30T16:30:00.000Z,104303.6008,WIN,3.00%,12904.09
2025-05-30T16:50:00.000Z,SHORT,5x,103858.1,2025-05-31T01:55:00.000Z,103234.9514,WIN,3.00%,13291.22
2025-05-31T02:45:00.000Z,SHORT,5x,103369.4,2025-06-03T02:00:00.000Z,106470.482,LOSS,-15.00%,11297.53
2025-06-04T00:25:00.000Z,SHORT,5x,105236.3,2025-06-04T14:00:00.000Z,104604.88220000001,WIN,3.00%,11636.46
2025-06-04T18:35:00.000Z,SHORT,5x,105078.1,2025-06-04T20:20:00.000Z,104447.6314,WIN,3.00%,11985.55
2025-06-04T20:55:00.000Z,SHORT,5x,104558.9,2025-06-05T14:15:00.000Z,103931.54659999999,WIN,3.00%,12345.12
2025-06-05T16:10:00.000Z,SHORT,5x,104325.5,2025-06-05T16:35:00.000Z,103699.547,WIN,3.00%,12715.47
2025-06-05T17:45:00.000Z,SHORT,5x,103163.8,2025-06-05T18:15:00.000Z,102544.8172,WIN,3.00%,13096.94
2025-06-05T19:15:00.000Z,SHORT,5x,101748.5,2025-06-05T20:15:00.000Z,101138.009,WIN,3.00%,13489.85
2025-06-10T23:35:00.000Z,LONG,5x,110019.9,2025-06-12T13:25:00.000Z,106719.30299999999,LOSS,-15.00%,11466.37
2025-06-12T20:00:00.000Z,SHORT,5x,106810.4,2025-06-12T20:40:00.000Z,106169.5376,WIN,3.00%,11810.36
2025-06-13T00:00:00.000Z,SHORT,5x,104743.8,2025-06-13T00:10:00.000Z,104115.33720000001,WIN,3.00%,12164.67
2025-06-13T00:30:00.000Z,SHORT,5x,103329.5,2025-06-13T01:10:00.000Z,102709.523,WIN,3.00%,12529.61
2025-06-14T08:10:00.000Z,SHORT,5x,104857.8,2025-06-14T20:10:00.000Z,104228.6532,WIN,3.00%,12905.50
2025-06-15T09:00:00.000Z,SHORT,5x,105002,2025-06-16T18:55:00.000Z,108152.06,LOSS,-15.00%,10969.68
2025-06-17T00:00:00.000Z,SHORT,5x,106548.6,2025-06-17T10:30:00.000Z,105909.30840000001,WIN,3.00%,11298.77
2025-06-18T18:55:00.000Z,SHORT,5x,103564,2025-06-20T17:20:00.000Z,102942.616,WIN,3.00%,11637.73
2025-06-21T18:20:00.000Z,SHORT,5x,103202.5,2025-06-21T19:00:00.000Z,102583.285,WIN,3.00%,11986.86
2025-06-21T19:20:00.000Z,SHORT,5x,102476.3,2025-06-21T21:20:00.000Z,101861.4422,WIN,3.00%,12346.47
2025-06-22T13:05:00.000Z,SHORT,5x,102515,2025-06-22T13:15:00.000Z,101899.91,WIN,3.00%,12716.86
2025-06-22T14:20:00.000Z,SHORT,5x,99586.1,2025-06-22T15:55:00.000Z,98988.5834,WIN,3.00%,13098.37
2025-06-22T19:00:00.000Z,SHORT,5x,99180,2025-06-22T20:05:00.000Z,98584.92,WIN,3.00%,13491.32
2025-06-27T04:50:00.000Z,LONG,5x,107510.2,2025-06-29T10:15:00.000Z,108155.2612,WIN,3.00%,13896.06
2025-06-29T11:50:00.000Z,LONG,5x,108389.8,2025-07-02T01:15:00.000Z,105138.106,LOSS,-15.00%,11811.65
2025-07-09T00:50:00.000Z,LONG,5x,108907.4,2025-07-09T13:05:00.000Z,109560.8444,WIN,3.00%,12166.00
2025-07-09T18:05:00.000Z,LONG,5x,109391,2025-07-09T19:20:00.000Z,110047.346,WIN,3.00%,12530.98
2025-07-10T16:00:00.000Z,LONG,5x,111314.7,2025-07-10T16:20:00.000Z,111982.5882,WIN,3.00%,12906.91
2025-07-10T17:05:00.000Z,LONG,5x,113256.8,2025-07-10T21:15:00.000Z,113936.3408,WIN,3.00%,13294.11
2025-07-10T21:40:00.000Z,LONG,5x,116273,2025-07-11T05:05:00.000Z,116970.638,WIN,3.00%,13692.94
2025-07-11T09:10:00.000Z,LONG,5x,118008,2025-07-11T09:35:00.000Z,118716.048,WIN,3.00%,14103.73
2025-07-21T12:00:00.000Z,SHORT,5x,117887.3,2025-07-21T18:45:00.000Z,117179.9762,WIN,3.00%,14526.84
2025-07-21T19:25:00.000Z,SHORT,5x,117043.5,2025-07-22T01:15:00.000Z,116341.239,WIN,3.00%,14962.64
2025-07-23T02:00:00.000Z,SHORT,5x,119251.9,2025-07-23T03:55:00.000Z,118536.38859999999,WIN,3.00%,15411.52
2025-07-23T05:50:00.000Z,SHORT,5x,118621.1,2025-07-23T09:30:00.000Z,117909.37340000001,WIN,3.00%,15873.87
2025-07-23T13:15:00.000Z,SHORT,5x,117811.9,2025-07-24T07:05:00.000Z,117105.02859999999,WIN,3.00%,16350.08
2025-07-24T22:10:00.000Z,SHORT,5x,118391.8,2025-07-25T00:35:00.000Z,117681.4492,WIN,3.00%,16840.59
2025-07-25T01:15:00.000Z,SHORT,5x,117449.4,2025-07-25T02:40:00.000Z,116744.7036,WIN,3.00%,17345.80
2025-07-25T03:00:00.000Z,SHORT,5x,116001.9,2025-07-25T03:35:00.000Z,115305.88859999999,WIN,3.00%,17866.18
2025-07-25T07:05:00.000Z,SHORT,5x,115072.8,2025-07-27T15:05:00.000Z,118524.98400000001,LOSS,-15.00%,15186.25
