EntryTime,Type,Leverage,EntryPrice,ExitTime,ExitPrice,Result,ROI% on Capital,Final Balance
2026-02-16T14:45:00.000Z,LONG,5x,68561.1,2026-02-17T00:45:00.000Z,68972.4666,WIN,3.00%,6541.96
2026-02-21T12:50:00.000Z,LONG,5x,68147.1,2026-02-21T14:20:00.000Z,68555.9826,WIN,3.00%,6738.22
2026-02-21T17:35:00.000Z,LONG,5x,68315.8,2026-02-23T01:00:00.000Z,66266.326,LOSS,-15.00%,5727.49
2026-02-26T00:10:00.000Z,LONG,5x,68123.5,2026-02-26T01:05:00.000Z,68532.241,WIN,3.00%,5899.31
2026-02-27T07:50:00.000Z,LONG,5x,67696.3,2026-02-27T09:20:00.000Z,68102.47780000001,WIN,3.00%,6076.29
2026-02-28T05:10:00.000Z,LONG,5x,65688.8,2026-02-28T06:35:00.000Z,63718.136,LOSS,-15.00%,5164.85
2026-03-02T07:40:00.000Z,LONG,5x,65935.6,2026-03-02T09:00:00.000Z,66331.2136,WIN,3.00%,5319.79
2026-03-02T14:25:00.000Z,LONG,5x,65551.9,2026-03-02T14:30:00.000Z,65945.2114,WIN,3.00%,5479.39
2026-03-02T19:55:00.000Z,LONG,5x,68928.4,2026-03-02T20:45:00.000Z,69341.97039999999,WIN,3.00%,5643.77
2026-03-03T00:35:00.000Z,LONG,5x,69065.1,2026-03-03T08:55:00.000Z,66993.147,LOSS,-15.00%,4797.20
2026-03-03T22:00:00.000Z,LONG,5x,68256.8,2026-03-03T23:10:00.000Z,68666.3408,WIN,3.00%,4941.12
2026-03-04T01:05:00.000Z,LONG,5x,68202.8,2026-03-04T01:35:00.000Z,68612.0168,WIN,3.00%,5089.35
2026-03-04T02:55:00.000Z,LONG,5x,68286,2026-03-04T07:25:00.000Z,68695.716,WIN,3.00%,5242.03
2026-03-04T12:50:00.000Z,LONG,5x,71106.3,2026-03-04T13:05:00.000Z,71532.9378,WIN,3.00%,5399.29
2026-03-04T21:40:00.000Z,LONG,5x,73199.1,2026-03-05T16:05:00.000Z,71003.12700000001,LOSS,-15.00%,4589.40
2026-03-10T00:15:00.000Z,LONG,5x,68653.1,2026-03-10T00:35:00.000Z,69065.01860000001,WIN,3.00%,4727.08
2026-03-10T12:45:00.000Z,LONG,5x,70475,2026-03-10T14:50:00.000Z,70897.85,WIN,3.00%,4868.89
2026-03-11T19:40:00.000Z,LONG,5x,70637,2026-03-13T00:10:00.000Z,71060.822,WIN,3.00%,5014.96
2026-03-13T03:50:00.000Z,LONG,5x,71436.3,2026-03-13T08:35:00.000Z,71864.91780000001,WIN,3.00%,5165.41
2026-03-14T18:30:00.000Z,LONG,5x,70634.4,2026-03-14T23:05:00.000Z,71058.2064,WIN,3.00%,5320.37
2026-03-15T13:50:00.000Z,LONG,5x,71492.1,2026-03-15T17:50:00.000Z,71921.05260000001,WIN,3.00%,5479.98
2026-03-16T09:20:00.000Z,LONG,5x,73141.1,2026-03-16T10:50:00.000Z,73579.94660000001,WIN,3.00%,5644.38
2026-03-22T04:20:00.000Z,SHORT,5x,69229.1,2026-03-22T08:00:00.000Z,68813.72540000001,WIN,3.00%,5813.71
