EntryTime(KST),Type,Leverage,EntryPrice,ExitTime(KST),ExitPrice,Result,ROI% on Capital,Final Balance,5m_MACD,5m_Signal,5m_StochK,5m_StochD,5m_Cond,1h_MACD,1h_Signal,1h_StochK,1h_StochD,1h_Cond,1d_MACD,1d_Signal,1d_StochK,1d_StochD,1d_Cond
2025-05-22 01:45:00,LONG,5x,109631.2,2025-05-22 02:50:00,106342.264,LOSS,-15.00%,10036.62,410.31,405.78,85.06,79.47,long,675.57,467.46,99.51,81.92,long,3952.28,3792.72,55.62,51.73,long
2025-05-22 05:00:00,LONG,5x,108499.8,2025-05-22 08:10:00,109150.7988,WIN,3.00%,10337.72,257.37,46.53,97.29,95.01,long,538.51,498.17,33.48,30.16,long,3952.28,3792.72,55.62,51.73,long
2025-05-22 08:55:00,LONG,5x,109609.5,2025-05-22 10:00:00,110267.157,WIN,3.00%,10647.85,341.50,330.81,36.02,35.55,long,684.82,557.98,55.31,48.28,long,3952.28,3792.72,55.62,51.73,long
2025-05-22 11:20:00,LONG,5x,110441.3,2025-05-22 12:40:00,111103.94780000001,WIN,3.00%,10967.29,168.76,151.01,77.78,61.96,long,915.32,701.51,79.89,73.63,long,4228.97,3879.97,78.53,61.84,long
2025-05-25 08:00:00,SHORT,5x,107906.1,2025-05-25 09:40:00,107258.6634,WIN,3.00%,11296.30,-188.41,-124.76,4.77,7.46,short,-133.80,-99.67,19.23,45.91,short,3892.87,3909.32,34.95,58.55,short
2025-05-25 16:00:00,SHORT,5x,107798.1,2025-05-25 17:45:00,107151.3114,WIN,3.00%,11635.19,-43.43,-27.91,8.00,16.39,short,-243.11,-212.67,46.76,56.01,short,3827.82,3893.02,7.94,35.02,short
2025-05-25 18:35:00,SHORT,5x,106800.3,2025-05-26 16:05:00,110004.30900000001,LOSS,-15.00%,9889.91,-182.36,-178.09,81.29,85.99,short,-343.54,-253.16,11.04,28.22,short,3827.82,3893.02,7.94,35.02,short
2025-05-26 23:00:00,SHORT,5x,109570.3,2025-05-27 02:45:00,108912.8782,WIN,3.00%,10186.61,-20.22,7.17,7.67,11.27,short,432.18,446.39,10.96,20.60,short,3767.61,3867.93,15.87,19.59,short
2025-05-27 04:05:00,SHORT,5x,108967.8,2025-05-27 10:15:00,108313.9932,WIN,3.00%,10492.21,-95.98,-91.38,17.93,35.24,short,219.06,349.24,0.18,5.25,short,3767.61,3867.93,15.87,19.59,short
2025-05-28 11:00:00,SHORT,5x,108635.6,2025-05-28 22:55:00,107983.78640000001,WIN,3.00%,10806.98,-61.34,-40.27,9.44,18.27,short,-119.07,24.92,8.25,9.60,short,3401.63,3737.85,12.04,15.43,short
2025-05-28 23:05:00,SHORT,5x,107932.2,2025-05-29 00:05:00,107284.6068,WIN,3.00%,11131.19,-183.18,-93.10,8.38,8.42,short,-288.67,-173.77,24.97,47.97,short,3401.63,3737.85,12.04,15.43,short
2025-05-29 05:00:00,SHORT,5x,106895.7,2025-05-30 02:40:00,106254.32579999999,WIN,3.00%,11465.12,-146.75,-75.07,0.12,3.75,short,-522.86,-398.97,35.74,36.59,short,3401.63,3737.85,12.04,15.43,short
2025-05-30 03:05:00,SHORT,5x,106426,2025-05-30 03:55:00,105787.444,WIN,3.00%,11809.07,-201.44,-198.84,72.38,74.23,short,-430.54,-208.92,0.00,0.02,short,3003.66,3591.01,4.11,11.50,short
2025-05-30 09:45:00,SHORT,5x,105396.3,2025-05-30 09:55:00,104763.9222,WIN,3.00%,12163.35,-67.65,-61.33,51.66,65.58,short,-700.85,-502.84,12.28,20.97,short,2530.80,3378.97,0.00,5.38,short
2025-05-30 16:15:00,SHORT,5x,105509.7,2025-05-30 16:45:00,104876.6418,WIN,3.00%,12528.25,-129.70,-86.86,37.46,44.53,short,-574.09,-564.66,71.30,86.47,short,2530.80,3378.97,0.00,5.38,short
2025-05-30 17:15:00,SHORT,5x,104933.2,2025-05-31 01:30:00,104303.6008,WIN,3.00%,12904.09,-243.33,-220.98,39.87,42.24,short,-589.69,-569.66,56.40,72.94,short,2530.80,3378.97,0.00,5.38,short
2025-05-31 01:50:00,SHORT,5x,103858.1,2025-05-31 10:55:00,103234.9514,WIN,3.00%,13291.22,-368.79,-215.09,12.33,14.91,short,-515.09,-478.22,42.54,60.39,short,2530.80,3378.97,0.00,5.38,short
2025-05-31 11:45:00,SHORT,5x,103369.4,2025-06-03 11:00:00,106470.482,LOSS,-15.00%,11297.53,-115.06,-107.61,51.09,53.02,short,-701.23,-605.11,16.62,26.96,short,2178.93,3138.96,1.83,1.98,short
2025-06-04 09:25:00,SHORT,5x,105236.3,2025-06-04 23:00:00,104604.88220000001,WIN,3.00%,11636.46,-82.28,-78.23,71.05,75.21,short,113.58,188.83,10.58,10.60,short,1364.80,2242.81,10.66,12.54,short
2025-06-05 03:35:00,SHORT,5x,105078.1,2025-06-05 05:20:00,104447.6314,WIN,3.00%,11985.55,-27.73,-20.02,52.31,53.91,short,-110.33,-69.47,46.09,51.82,short,1364.80,2242.81,10.66,12.54,short
2025-06-05 05:55:00,SHORT,5x,104558.9,2025-06-05 23:15:00,103931.54659999999,WIN,3.00%,12345.12,-108.45,-105.32,56.45,58.38,short,-161.21,-96.82,18.80,31.82,short,1364.80,2242.81,10.66,12.54,short
2025-06-06 01:10:00,SHORT,5x,104325.5,2025-06-06 01:35:00,103699.547,WIN,3.00%,12715.47,-64.79,-64.71,28.12,39.54,short,-226.92,-138.38,18.75,32.27,short,917.98,1977.84,4.98,10.04,short
2025-06-06 02:45:00,SHORT,5x,103163.8,2025-06-06 03:15:00,102544.8172,WIN,3.00%,13096.94,-289.13,-288.08,77.13,79.84,short,-313.76,-173.46,8.44,17.92,short,917.98,1977.84,4.98,10.04,short
2025-06-06 04:15:00,SHORT,5x,101748.5,2025-06-06 05:15:00,101138.009,WIN,3.00%,13489.85,-304.53,-241.97,47.43,64.40,short,-545.83,-283.90,0.00,2.81,short,917.98,1977.84,4.98,10.04,short
2025-06-11 08:35:00,LONG,5x,110019.9,2025-06-12 22:25:00,106719.30299999999,LOSS,-15.00%,11466.37,31.01,19.01,85.69,60.58,long,371.74,356.64,83.14,79.31,long,1363.81,1335.93,80.30,61.52,long
2025-06-13 05:00:00,SHORT,5x,106810.4,2025-06-13 05:40:00,106169.5376,WIN,3.00%,11810.36,-226.07,-126.53,9.02,12.19,short,-471.29,-424.26,48.45,70.52,short,1213.08,1325.16,71.48,80.53,short
2025-06-13 09:00:00,SHORT,5x,104743.8,2025-06-13 09:10:00,104115.33720000001,WIN,3.00%,12164.67,-166.91,-106.11,16.17,43.49,short,-835.55,-578.11,15.19,21.57,short,1068.78,1273.88,52.52,71.27,short
2025-06-13 09:30:00,SHORT,5x,103329.5,2025-06-13 10:10:00,102709.523,WIN,3.00%,12529.61,-604.59,-373.59,0.00,1.93,short,-835.55,-578.11,15.19,21.57,short,1068.78,1273.88,52.52,71.27,short
2025-06-14 17:10:00,SHORT,5x,104857.8,2025-06-15 05:10:00,104228.6532,WIN,3.00%,12905.50,-62.21,-58.09,50.19,61.55,short,-114.27,-111.08,1.18,5.86,short,890.31,1197.17,38.85,54.28,short
2025-06-15 18:00:00,SHORT,5x,105002,2025-06-17 03:55:00,108152.06,LOSS,-15.00%,10969.68,-90.11,-78.85,6.10,10.52,short,39.52,53.98,24.34,43.53,short,754.27,1108.59,38.44,43.27,short
2025-06-17 09:00:00,SHORT,5x,106548.6,2025-06-17 19:30:00,105909.30840000001,WIN,3.00%,11298.77,-405.95,-323.86,5.80,14.30,short,461.63,565.46,5.23,27.14,short,534.54,934.18,37.73,39.25,short
2025-06-19 03:55:00,SHORT,5x,103564,2025-06-21 02:20:00,102942.616,WIN,3.00%,11637.73,-90.00,-59.15,21.15,48.58,short,-319.52,-283.70,21.68,39.14,short,396.48,826.64,34.62,37.97,short
2025-06-22 03:20:00,SHORT,5x,103202.5,2025-06-22 04:00:00,102583.285,WIN,3.00%,11986.86,-72.79,-68.85,46.89,51.87,short,-232.28,-195.38,7.93,20.74,short,-209.49,423.65,0.61,9.41,short
2025-06-22 04:20:00,SHORT,5x,102476.3,2025-06-22 06:20:00,101861.4422,WIN,3.00%,12346.47,-221.49,-163.82,16.33,17.48,short,-308.30,-217.97,0.00,9.65,short,-209.49,423.65,0.61,9.41,short
2025-06-22 22:05:00,SHORT,5x,102515,2025-06-22 22:15:00,101899.91,WIN,3.00%,12716.86,25.48,39.39,34.55,47.75,short,-314.31,-277.59,66.67,82.81,short,-505.56,237.81,0.00,3.50,short
2025-06-22 23:20:00,SHORT,5x,99586.1,2025-06-23 00:55:00,98988.5834,WIN,3.00%,13098.37,-593.76,-478.26,51.88,52.02,short,-506.71,-323.41,33.33,65.29,short,-505.56,237.81,0.00,3.50,short
2025-06-23 04:00:00,SHORT,5x,99180,2025-06-23 05:05:00,98584.92,WIN,3.00%,13491.32,-27.44,-9.70,35.45,64.56,short,-1006.41,-708.77,25.07,25.14,short,-505.56,237.81,0.00,3.50,short
2025-06-27 13:50:00,LONG,5x,107510.2,2025-06-29 19:15:00,108155.2612,WIN,3.00%,13896.06,72.87,71.10,75.22,62.48,long,7.70,4.95,67.94,52.65,long,278.31,105.36,96.35,87.06,long
2025-06-29 20:50:00,LONG,5x,108389.8,2025-07-02 10:15:00,105138.106,LOSS,-15.00%,11811.65,104.41,100.85,96.82,88.05,long,209.90,97.80,100.00,98.28,long,557.79,241.34,97.98,96.76,long
2025-07-09 09:50:00,LONG,5x,108907.4,2025-07-09 22:05:00,109560.8444,WIN,3.00%,12166.00,-1.45,-5.06,81.88,55.90,long,145.60,117.36,56.51,52.43,long,1128.83,841.95,71.33,68.17,long
2025-07-10 03:05:00,LONG,5x,109391,2025-07-10 04:20:00,110047.346,WIN,3.00%,12530.98,21.72,16.87,57.38,36.83,long,182.12,133.76,74.66,67.69,long,1128.83,841.95,71.33,68.17,long
2025-07-11 01:00:00,LONG,5x,111314.7,2025-07-11 01:20:00,111982.5882,WIN,3.00%,12906.91,96.87,85.14,93.36,83.99,long,473.03,452.22,84.78,52.85,long,1649.27,1003.42,88.70,74.86,long
2025-07-11 02:05:00,LONG,5x,113256.8,2025-07-11 06:15:00,113936.3408,WIN,3.00%,13294.11,460.05,365.31,84.50,78.04,long,631.52,488.08,95.77,77.33,long,1649.27,1003.42,88.70,74.86,long
2025-07-11 06:40:00,LONG,5x,116273,2025-07-11 14:05:00,116970.638,WIN,3.00%,13692.94,765.97,484.59,63.87,62.96,long,1095.81,725.04,82.38,80.68,long,1649.27,1003.42,88.70,74.86,long
2025-07-11 18:10:00,LONG,5x,118008,2025-07-11 18:35:00,118716.048,WIN,3.00%,14103.73,78.53,75.85,80.00,78.86,long,1749.79,1597.57,53.62,52.97,long,2159.54,1234.64,100.00,86.68,long
2025-07-21 21:00:00,SHORT,5x,117887.3,2025-07-22 03:45:00,117179.9762,WIN,3.00%,14526.84,-168.56,-112.48,0.00,1.60,short,124.30,129.30,44.64,54.69,short,2915.24,2949.09,40.60,48.33,short
2025-07-22 04:25:00,SHORT,5x,117043.5,2025-07-22 10:15:00,116341.239,WIN,3.00%,14962.64,-189.13,-166.48,35.04,38.65,short,-180.39,17.42,1.64,3.10,short,2915.24,2949.09,40.60,48.33,short
2025-07-23 11:00:00,SHORT,5x,119251.9,2025-07-23 12:55:00,118536.38859999999,WIN,3.00%,15411.52,-102.87,-86.94,46.98,59.48,short,416.02,424.18,31.05,50.60,short,2872.18,2936.63,29.49,36.72,short
2025-07-23 14:50:00,SHORT,5x,118621.1,2025-07-23 18:30:00,117909.37340000001,WIN,3.00%,15873.87,-64.97,-62.21,10.08,19.49,short,218.56,348.51,7.68,11.15,short,2872.18,2936.63,29.49,36.72,short
2025-07-23 22:15:00,SHORT,5x,117811.9,2025-07-24 16:05:00,117105.02859999999,WIN,3.00%,16350.08,-100.40,-38.60,24.14,27.69,short,-197.88,-2.62,10.55,14.91,short,2872.18,2936.63,29.49,36.72,short
2025-07-25 07:10:00,SHORT,5x,118391.8,2025-07-25 09:35:00,117681.4492,WIN,3.00%,16840.59,-107.60,-107.39,65.51,72.35,short,54.72,77.47,17.44,43.95,short,2731.47,2895.59,18.19,29.25,short
2025-07-25 10:15:00,SHORT,5x,117449.4,2025-07-25 11:40:00,116744.7036,WIN,3.00%,17345.80,-210.18,-183.44,18.13,22.92,short,-133.33,8.14,2.76,4.34,short,2533.39,2823.15,2.23,16.64,short
2025-07-25 12:00:00,SHORT,5x,116001.9,2025-07-25 12:35:00,115305.88859999999,WIN,3.00%,17866.18,-356.80,-277.54,16.59,25.97,short,-462.71,-131.95,0.00,0.92,short,2533.39,2823.15,2.23,16.64,short
2025-07-25 16:05:00,SHORT,5x,115072.8,2025-07-28 00:05:00,118524.98400000001,LOSS,-15.00%,15186.25,-136.44,-130.80,11.83,29.94,short,-811.01,-476.11,14.88,15.90,short,2533.39,2823.15,2.23,16.64,short
2025-07-29 23:35:00,SHORT,5x,118036,2025-07-30 00:40:00,117327.784,WIN,3.00%,15641.84,-160.33,-96.45,24.42,29.87,short,-1.39,15.22,55.09,64.91,short,2021.71,2453.19,9.55,10.65,short
2025-07-30 04:00:00,SHORT,5x,117630,2025-07-31 03:45:00,116924.22,WIN,3.00%,16111.09,-11.91,-8.85,49.96,61.41,short,-217.80,-108.97,20.09,20.55,short,2021.71,2453.19,9.55,10.65,short
2025-07-31 23:20:00,SHORT,5x,118108.5,2025-08-01 03:10:00,117399.849,WIN,3.00%,16594.43,-33.66,-24.71,58.99,64.75,short,132.99,151.34,39.82,55.52,short,1549.72,2177.86,0.00,3.18,short
2025-08-01 04:05:00,SHORT,5x,117510,2025-08-01 04:35:00,116804.94,WIN,3.00%,17092.26,-131.85,-127.77,38.47,50.29,short,-103.54,61.61,0.00,19.74,short,1549.72,2177.86,0.00,3.18,short
2025-08-11 09:25:00,LONG,5x,119377.7,2025-08-11 10:55:00,120093.9662,WIN,3.00%,17605.03,145.56,143.70,85.46,69.48,long,437.74,418.26,85.72,69.55,long,718.76,614.84,81.12,70.48,long
2025-08-11 11:50:00,LONG,5x,121800,2025-08-12 06:50:00,118146,LOSS,-15.00%,14964.27,672.00,567.53,83.95,82.58,long,708.57,491.47,90.47,88.89,long,718.76,614.84,81.12,70.48,long
2025-08-12 21:25:00,LONG,5x,118441.3,2025-08-12 21:30:00,119151.94780000001,WIN,3.00%,15413.20,-36.96,-37.68,38.23,32.29,long,-252.26,-258.09,46.37,27.78,long,927.91,677.45,96.40,82.65,long
2025-08-12 22:20:00,LONG,5x,119086.6,2025-08-13 00:30:00,119801.1196,WIN,3.00%,15875.60,154.78,124.49,62.88,58.66,long,-235.44,-253.56,62.67,40.69,long,927.91,677.45,96.40,82.65,long
2025-08-13 00:55:00,LONG,5x,119888,2025-08-13 20:05:00,120607.328,WIN,3.00%,16351.87,215.61,192.22,48.74,44.76,long,-80.67,-205.73,86.97,78.87,long,927.91,677.45,96.40,82.65,long
2025-08-14 02:00:00,LONG,5x,121526.6,2025-08-14 04:20:00,122255.7596,WIN,3.00%,16842.42,109.06,104.00,60.12,52.32,long,522.31,347.70,69.69,67.45,long,1339.89,809.94,96.40,91.31,long
2025-08-14 04:50:00,LONG,5x,122703,2025-08-14 07:40:00,123439.218,WIN,3.00%,17347.69,247.60,175.85,84.52,76.42,long,656.64,441.93,82.92,75.73,long,1339.89,809.94,96.40,91.31,long
2025-08-17 09:45:00,SHORT,5x,117200,2025-08-18 10:35:00,116496.8,WIN,3.00%,17868.12,-44.38,-42.14,30.19,42.51,short,-120.58,-116.42,8.28,20.99,short,816.72,909.37,27.39,41.36,short
2025-08-18 11:10:00,SHORT,5x,115933.3,2025-08-18 12:30:00,115237.7002,WIN,3.00%,18404.17,-369.40,-288.82,9.34,11.08,short,-345.29,-102.76,0.00,4.84,short,621.56,851.80,17.48,26.74,short
2025-08-18 17:00:00,SHORT,5x,115127.1,2025-08-19 13:05:00,114436.3374,WIN,3.00%,18956.29,-39.50,-34.66,14.59,40.69,short,-714.95,-497.19,13.56,16.03,short,621.56,851.80,17.48,26.74,short
2025-08-19 14:55:00,SHORT,5x,114926,2025-08-19 23:25:00,114236.444,WIN,3.00%,19524.98,-58.33,-51.06,0.00,7.43,short,-278.59,-201.34,17.03,27.55,short,193.58,720.16,10.15,18.34,short
2025-08-19 23:45:00,SHORT,5x,113788.7,2025-08-20 02:05:00,113105.9678,WIN,3.00%,20110.73,-374.63,-246.44,12.24,15.25,short,-344.19,-279.15,37.25,51.97,short,193.58,720.16,10.15,18.34,short
2025-08-20 08:00:00,SHORT,5x,112932.7,2025-08-22 02:00:00,112255.1038,WIN,3.00%,20714.05,-71.27,-42.63,43.22,47.42,short,-728.62,-623.77,23.42,27.03,short,193.58,720.16,10.15,18.34,short
2025-08-25 14:10:00,SHORT,5x,112514.7,2025-08-25 15:45:00,111839.6118,WIN,3.00%,21335.48,-154.45,-132.38,35.16,44.35,short,-579.77,-501.44,63.22,72.27,short,-852.80,-144.06,14.33,21.70,short
2025-08-25 16:30:00,SHORT,5x,111657.2,2025-08-25 17:05:00,110987.2568,WIN,3.00%,21975.54,-194.63,-191.93,65.71,79.81,short,-704.83,-563.43,40.10,52.03,short,-852.80,-144.06,14.33,21.70,short
2025-08-25 19:20:00,SHORT,5x,111289.8,2025-08-25 22:45:00,110622.0612,WIN,3.00%,22634.81,-44.57,-42.09,29.20,57.11,short,-821.86,-672.49,27.78,31.65,short,-852.80,-144.06,14.33,21.70,short
2025-08-26 05:10:00,SHORT,5x,110000.8,2025-08-26 05:30:00,109340.79520000001,WIN,3.00%,23313.85,-492.43,-331.12,15.08,15.46,short,-664.65,-597.98,41.62,70.91,short,-852.80,-144.06,14.33,21.70,short
2025-08-27 17:15:00,SHORT,5x,110616.1,2025-08-29 16:55:00,109952.40340000001,WIN,3.00%,24013.27,-145.65,-141.74,45.67,51.16,short,81.39,110.28,11.49,32.35,short,-1193.91,-495.39,11.36,11.66,short
2025-08-30 10:15:00,SHORT,5x,108187.2,2025-08-30 10:55:00,107538.0768,WIN,3.00%,24733.66,-17.04,-10.25,65.89,71.83,short,-895.13,-884.46,43.31,52.90,short,-1740.72,-1001.68,18.70,23.09,short
2025-08-31 19:00:00,SHORT,5x,108436.8,2025-09-01 09:20:00,107786.1792,WIN,3.00%,25475.67,-67.19,-5.53,0.00,1.29,short,-39.79,-15.90,19.37,22.05,short,-1926.20,-1186.59,2.98,14.92,short
2025-09-01 11:15:00,SHORT,5x,107854.1,2025-09-02 22:50:00,111089.72300000001,LOSS,-15.00%,21654.32,-68.54,-61.66,18.60,33.64,short,-162.23,-52.08,0.00,6.71,short,-1971.42,-1343.55,9.79,10.49,short
2025-09-06 22:05:00,LONG,5x,110851.6,2025-09-08 08:25:00,111516.7096,WIN,3.00%,22303.95,28.99,20.93,65.06,62.38,long,-119.64,-125.66,51.60,41.15,long,-1466.77,-1494.25,59.28,59.17,long
2025-09-08 17:20:00,LONG,5x,111454.9,2025-09-08 19:45:00,112123.62939999999,WIN,3.00%,22973.07,66.74,66.55,24.57,13.75,long,108.27,81.58,73.25,52.11,long,-1163.07,-1404.45,85.57,72.89,long
2025-09-09 00:00:00,LONG,5x,112637.2,2025-09-10 21:30:00,113313.0232,WIN,3.00%,23662.26,142.33,100.94,78.69,77.11,long,373.24,252.38,90.59,88.12,long,-1163.07,-1404.45,85.57,72.89,long
2025-09-10 22:00:00,LONG,5x,113501.3,2025-09-10 22:45:00,114182.30780000001,WIN,3.00%,24372.13,272.24,177.86,56.04,53.30,long,353.15,108.42,93.78,86.95,long,-752.25,-1216.76,95.76,91.70,long
2025-09-10 23:10:00,LONG,5x,113970.7,2025-09-11 22:55:00,114654.5242,WIN,3.00%,25103.29,345.90,343.64,23.15,20.93,long,441.92,175.12,99.27,93.32,long,-752.25,-1216.76,95.76,91.70,long
2025-09-12 07:10:00,LONG,5x,114505.8,2025-09-12 07:45:00,115192.8348,WIN,3.00%,25856.39,42.77,35.94,61.10,49.88,long,318.55,317.99,42.92,22.52,long,-390.98,-1051.60,95.76,95.10,long
2025-09-12 08:10:00,LONG,5x,115323.7,2025-09-12 09:45:00,116015.6422,WIN,3.00%,26632.09,225.31,190.57,55.26,54.64,long,376.99,329.79,72.82,43.94,long,-390.98,-1051.60,95.76,95.10,long
2025-09-12 14:00:00,LONG,5x,115371.7,2025-09-13 03:15:00,116063.9302,WIN,3.00%,27431.05,8.98,-18.75,80.82,79.54,long,457.09,421.68,35.76,35.61,long,-59.49,-853.18,100.00,97.17,long
2025-09-13 09:25:00,LONG,5x,116012.4,2025-09-15 15:05:00,116708.47439999999,WIN,3.00%,28253.98,1.56,0.66,44.50,33.90,long,379.96,357.60,41.19,38.37,long,191.67,-644.21,99.37,98.38,long
2025-09-17 15:00:00,LONG,5x,117100,2025-09-18 12:40:00,117802.6,WIN,3.00%,29101.60,140.13,58.89,100.00,99.74,long,350.99,321.95,55.77,43.16,long,771.87,86.19,92.05,90.37,long
2025-09-18 23:00:00,LONG,5x,117480.6,2025-09-22 14:55:00,113956.182,LOSS,-15.00%,24736.36,60.62,48.09,47.98,35.43,long,304.87,267.54,50.02,38.42,long,907.80,250.51,97.29,93.06,long
2025-09-24 03:00:00,SHORT,5x,111934.9,2025-09-24 13:10:00,111263.2906,WIN,3.00%,25478.45,-210.59,-153.82,10.74,11.18,short,-212.35,-166.78,19.07,43.93,short,278.43,489.51,14.56,35.49,short
2025-09-25 09:25:00,SHORT,5x,113075.2,2025-09-25 10:50:00,112396.7488,WIN,3.00%,26242.80,-38.82,-34.45,18.47,50.16,short,194.84,220.91,3.51,12.54,short,-257.74,289.27,9.02,10.87,short
2025-09-25 14:00:00,SHORT,5x,111673.3,2025-09-25 21:30:00,111003.2602,WIN,3.00%,27030.09,-263.24,-234.84,17.81,20.62,short,-144.88,60.58,0.13,4.43,short,-257.74,289.27,9.02,10.87,short
2025-09-25 21:50:00,SHORT,5x,111239,2025-09-25 22:40:00,110571.566,WIN,3.00%,27840.99,-81.22,-74.98,60.70,66.01,short,-422.59,-266.36,7.92,11.17,short,-257.74,289.27,9.02,10.87,short
2025-09-26 02:30:00,SHORT,5x,109659.8,2025-09-26 02:55:00,109001.8412,WIN,3.00%,28676.22,-369.88,-228.51,0.00,0.18,short,-625.56,-418.59,34.25,43.22,short,-257.74,289.27,9.02,10.87,short
2025-10-01 10:00:00,LONG,5x,114193.5,2025-10-01 17:20:00,114878.66100000001,WIN,3.00%,29536.51,35.38,12.16,78.30,56.15,long,276.63,215.00,70.67,65.76,long,136.12,-187.05,78.42,59.92,long
2025-10-01 17:35:00,LONG,5x,115311.4,2025-10-01 17:45:00,116003.2684,WIN,3.00%,30422.60,164.53,75.18,100.00,91.85,long,409.28,290.08,57.95,56.15,long,136.12,-187.05,78.42,59.92,long
2025-10-01 18:15:00,LONG,5x,116199.4,2025-10-01 23:00:00,116896.5964,WIN,3.00%,31335.28,465.51,357.29,77.41,77.06,long,530.61,338.19,78.78,62.49,long,136.12,-187.05,78.42,59.92,long
2025-10-02 00:25:00,LONG,5x,117457.3,2025-10-02 01:35:00,118162.0438,WIN,3.00%,32275.34,174.17,171.43,47.18,31.13,long,915.59,684.01,93.69,87.39,long,136.12,-187.05,78.42,59.92,long
2025-10-02 05:50:00,LONG,5x,117484.5,2025-10-02 08:15:00,118189.407,WIN,3.00%,33243.60,22.74,18.70,58.14,48.45,long,914.98,843.43,62.19,61.76,long,136.12,-187.05,78.42,59.92,long
2025-10-02 08:45:00,LONG,5x,118342.8,2025-10-02 09:00:00,119052.85680000001,WIN,3.00%,34240.91,200.62,166.40,54.86,51.86,long,959.66,884.23,68.55,60.86,long,136.12,-187.05,78.42,59.92,long
2025-10-02 12:00:00,LONG,5x,118777,2025-10-02 22:40:00,119489.662,WIN,3.00%,35268.13,49.92,46.73,82.67,71.40,long,1012.27,955.15,91.30,88.72,long,669.11,-15.81,88.67,75.72,long
2025-10-03 03:00:00,LONG,5x,120078.4,2025-10-03 04:05:00,120798.8704,WIN,3.00%,36326.18,58.69,29.38,94.89,84.86,long,831.92,801.17,58.17,47.25,long,669.11,-15.81,88.67,75.72,long
2025-10-04 00:15:00,LONG,5x,121228.9,2025-10-04 00:50:00,121956.27339999999,WIN,3.00%,37415.96,172.30,109.05,84.48,78.98,long,522.87,447.20,95.30,80.21,long,1214.80,230.31,100.00,89.03,long
2025-10-04 01:30:00,LONG,5x,123723.7,2025-10-05 13:45:00,124466.0422,WIN,3.00%,38538.44,761.01,592.63,99.70,97.49,long,640.54,485.86,100.00,91.88,long,1214.80,230.31,100.00,89.03,long
2025-10-11 00:00:00,SHORT,5x,119972.9,2025-10-11 00:25:00,119253.06259999999,WIN,3.00%,39694.59,-259.18,-111.79,5.74,10.72,short,-320.33,-186.85,33.33,65.53,short,1739.62,1797.80,50.37,67.67,short
2025-10-11 00:55:00,SHORT,5x,118965.3,2025-10-11 01:55:00,118251.5082,WIN,3.00%,40885.43,-638.86,-552.48,56.42,58.64,short,-320.33,-186.85,33.33,65.53,short,1739.62,1797.80,50.37,67.67,short
2025-10-11 10:05:00,SHORT,5x,112107.3,2025-10-11 10:20:00,111434.6562,WIN,3.00%,42112.00,-255.33,-242.72,50.90,62.20,short,-2436.92,-1679.90,2.76,4.43,short,938.66,1625.97,24.21,48.23,short
2025-10-11 10:45:00,SHORT,5x,111251.8,2025-10-11 16:35:00,110584.2892,WIN,3.00%,43375.36,-433.87,-376.41,30.93,32.96,short,-2436.92,-1679.90,2.76,4.43,short,938.66,1625.97,24.21,48.23,short
2025-10-11 16:45:00,SHORT,5x,110334.8,2025-10-12 05:55:00,109672.7912,WIN,3.00%,44676.62,-450.90,-319.63,5.95,9.18,short,-2387.74,-2180.87,79.93,84.61,short,938.66,1625.97,24.21,48.23,short
2025-10-13 18:00:00,SHORT,5x,115133,2025-10-13 20:00:00,114442.202,WIN,3.00%,46016.91,32.51,58.71,31.18,32.66,short,693.86,722.60,31.17,32.10,short,424.34,1228.64,16.80,17.51,short
2025-10-13 20:20:00,SHORT,5x,114077.2,2025-10-14 12:00:00,113392.7368,WIN,3.00%,47397.42,-190.34,-126.31,14.30,15.15,short,531.29,670.28,5.56,17.52,short,424.34,1228.64,16.80,17.51,short
2025-10-15 20:15:00,SHORT,5x,111804.3,2025-10-15 22:30:00,111133.4742,WIN,3.00%,48819.34,-132.64,-100.24,45.57,59.17,short,-163.25,-151.20,26.68,50.97,short,-378.06,723.06,15.75,18.20,short
2025-10-15 22:45:00,SHORT,5x,110984.1,2025-10-16 02:05:00,110318.19540000001,WIN,3.00%,50283.92,-193.50,-176.75,26.75,51.92,short,-270.50,-184.55,0.00,11.81,short,-378.06,723.06,15.75,18.20,short
2025-10-16 06:00:00,SHORT,5x,110987.1,2025-10-16 09:35:00,110321.1774,WIN,3.00%,51792.44,-16.24,15.90,56.01,63.90,short,-457.71,-401.22,32.98,38.96,short,-378.06,723.06,15.75,18.20,short
2025-10-17 00:25:00,SHORT,5x,109989.9,2025-10-17 00:40:00,109329.96059999999,WIN,3.00%,53346.22,-200.49,-176.71,43.22,52.59,short,-384.46,-254.31,20.84,52.45,short,-935.36,391.37,7.16,14.98,short
2025-10-17 01:20:00,SHORT,5x,107990.1,2025-10-17 15:35:00,107342.1594,WIN,3.00%,54946.60,-685.85,-544.43,18.99,21.86,short,-471.31,-297.71,11.66,28.65,short,-935.36,391.37,7.16,14.98,short
2025-10-17 16:05:00,SHORT,5x,106257.3,2025-10-17 16:55:00,105619.7562,WIN,3.00%,56595.00,-569.99,-422.50,27.02,27.26,short,-899.51,-734.85,20.41,49.89,short,-1500.99,12.90,1.92,8.27,short
