EntryTime(KST),Type,Leverage,EntryPrice,ExitTime(KST),ExitPrice,Result,ROI% on Capital,Final Balance,5m_MACD,5m_Signal,5m_StochK,5m_StochD,5m_Cond,1h_MACD,1h_Signal,1h_StochK,1h_StochD,1h_Cond,1d_MACD,1d_Signal,1d_StochK,1d_StochD,1d_Cond
2025-10-26 18:20:00,LONG,5x,112304.8,2025-10-26 20:40:00,112978.6288,WIN,3.00%,58292.85,75.70,48.62,51.34,23.43,long,179.04,133.53,94.20,82.44,long,-1205.21,-1515.62,98.74,85.30,long
2025-10-27 08:00:00,LONG,5x,114751.4,2025-10-27 14:05:00,115439.9084,WIN,3.00%,60041.64,312.66,270.11,65.55,64.97,long,655.22,564.58,60.80,51.88,long,-1205.21,-1515.62,98.74,85.30,long
2025-10-27 14:50:00,LONG,5x,115550,2025-10-27 16:05:00,116243.3,WIN,3.00%,61842.88,133.80,121.48,51.47,51.07,long,830.30,728.89,65.05,59.87,long,-889.95,-1390.49,98.34,96.44,long
2025-11-02 13:00:00,LONG,5x,109986.7,2025-11-02 13:55:00,110646.6202,WIN,3.00%,63698.17,2.10,-0.62,73.97,53.01,long,82.17,78.58,51.11,30.81,long,-991.59,-1088.99,47.08,44.28,long
2025-11-02 15:45:00,LONG,5x,110630.8,2025-11-03 15:10:00,107311.876,LOSS,-15.00%,54143.45,52.59,48.25,70.33,46.63,long,129.47,92.55,87.98,68.93,long,-991.59,-1088.99,47.08,44.28,long
2025-11-04 00:05:00,SHORT,5x,107636.7,2025-11-04 00:25:00,106990.8798,WIN,3.00%,55767.75,-2.53,0.58,61.04,71.83,short,-771.96,-679.85,65.98,66.21,short,-1247.40,-1120.67,31.67,40.14,short
2025-11-04 00:50:00,SHORT,5x,105668.5,2025-11-04 14:40:00,105034.489,WIN,3.00%,57440.78,-499.51,-300.96,19.27,21.46,short,-771.96,-679.85,65.98,66.21,short,-1247.40,-1120.67,31.67,40.14,short
2025-11-04 17:10:00,SHORT,5x,103832.7,2025-11-04 23:35:00,103209.7038,WIN,3.00%,59164.00,-284.39,-283.03,11.39,39.90,short,-939.26,-742.17,19.45,24.52,short,-1839.93,-1264.52,17.08,31.95,short
2025-11-05 00:45:00,SHORT,5x,103695.7,2025-11-05 01:05:00,103073.5258,WIN,3.00%,60938.93,50.79,87.81,42.75,60.95,short,-1028.35,-964.73,35.29,35.68,short,-1839.93,-1264.52,17.08,31.95,short
2025-11-05 01:15:00,SHORT,5x,102855.3,2025-11-05 01:50:00,102238.1682,WIN,3.00%,62767.09,-250.48,-99.06,1.35,3.40,short,-1127.50,-997.29,26.48,33.27,short,-1839.93,-1264.52,17.08,31.95,short
2025-11-05 02:45:00,SHORT,5x,101225.7,2025-11-05 03:00:00,100618.3458,WIN,3.00%,64650.11,-588.48,-579.82,84.18,85.74,short,-1284.27,-1054.68,6.45,22.74,short,-1839.93,-1264.52,17.08,31.95,short
2025-11-05 04:55:00,SHORT,5x,100507,2025-11-05 05:15:00,99903.958,WIN,3.00%,66589.61,-212.73,-200.65,10.68,28.57,short,-1491.73,-1193.04,5.00,5.48,short,-1839.93,-1264.52,17.08,31.95,short
2025-11-05 06:20:00,SHORT,5x,99968.7,2025-11-05 06:30:00,99368.8878,WIN,3.00%,68587.30,-184.65,-169.76,28.85,46.12,short,-1615.34,-1334.85,5.07,6.41,short,-1839.93,-1264.52,17.08,31.95,short
2025-11-06 16:15:00,SHORT,5x,102898.1,2025-11-06 23:40:00,102280.7114,WIN,3.00%,70644.92,-71.67,-58.84,53.23,63.43,short,124.67,178.31,4.87,20.38,short,-2469.02,-1637.95,12.34,12.71,short
2025-11-06 23:55:00,SHORT,5x,102083.1,2025-11-07 01:30:00,101470.6014,WIN,3.00%,72764.26,-193.97,-88.59,7.08,8.98,short,-108.54,18.08,18.17,23.63,short,-2469.02,-1637.95,12.34,12.71,short
2025-11-07 06:05:00,SHORT,5x,100782.7,2025-11-07 20:10:00,100178.00379999999,WIN,3.00%,74947.19,-206.45,-166.93,24.74,26.23,short,-541.70,-343.35,28.56,33.97,short,-2469.02,-1637.95,12.34,12.71,short
2025-11-14 00:30:00,SHORT,5x,101816.5,2025-11-14 00:50:00,101205.601,WIN,3.00%,77195.61,-117.72,-92.88,54.34,64.01,short,-144.57,-111.23,24.42,41.65,short,-2734.71,-2371.14,43.51,54.77,short
2025-11-14 01:20:00,SHORT,5x,100825.7,2025-11-14 02:25:00,100220.74579999999,WIN,3.00%,79511.48,-410.36,-316.95,3.82,7.27,short,-291.41,-147.26,16.22,29.59,short,-2734.71,-2371.14,43.51,54.77,short
2025-11-14 14:10:00,SHORT,5x,97436.9,2025-11-14 15:20:00,96852.27859999999,WIN,3.00%,81896.82,-460.56,-403.93,80.39,81.57,short,-1085.68,-950.17,46.83,52.76,short,-3278.80,-2552.68,23.85,42.23,short
2025-11-14 15:35:00,SHORT,5x,96742,2025-11-14 15:45:00,96161.548,WIN,3.00%,84353.72,-367.52,-367.12,9.60,10.15,short,-1129.32,-986.00,42.35,48.23,short,-3278.80,-2552.68,23.85,42.23,short
2025-11-14 17:10:00,SHORT,5x,96864.5,2025-11-14 20:30:00,96283.313,WIN,3.00%,86884.34,-103.52,-100.29,10.80,30.05,short,-1196.56,-1059.96,38.71,39.32,short,-3278.80,-2552.68,23.85,42.23,short
2025-11-14 21:10:00,SHORT,5x,95581.6,2025-11-14 21:35:00,95008.1104,WIN,3.00%,89490.87,-313.35,-242.90,31.44,34.18,short,-1395.07,-1209.54,0.00,11.66,short,-3278.80,-2552.68,23.85,42.23,short
2025-11-14 22:15:00,SHORT,5x,94925,2025-11-15 05:40:00,94355.45,WIN,3.00%,92175.59,-373.95,-373.29,61.88,77.18,short,-1457.75,-1259.18,0.00,3.35,short,-3278.80,-2552.68,23.85,42.23,short
2025-11-16 10:00:00,SHORT,5x,95169.9,2025-11-17 00:50:00,94598.88059999999,WIN,3.00%,94940.86,-50.20,-41.50,54.05,75.31,short,-284.04,-266.31,22.83,28.30,short,-3893.87,-2986.36,6.61,14.68,short
2025-11-17 01:15:00,SHORT,5x,94443.1,2025-11-17 02:40:00,93876.44140000001,WIN,3.00%,97789.09,-263.53,-170.09,19.84,21.02,short,-279.84,-131.98,7.17,13.66,short,-3893.87,-2986.36,6.61,14.68,short
2025-11-17 03:45:00,SHORT,5x,93856.9,2025-11-17 06:40:00,93293.75859999999,WIN,3.00%,100722.76,-56.29,-18.36,20.52,37.56,short,-412.98,-221.83,2.72,4.20,short,-3893.87,-2986.36,6.61,14.68,short
2025-11-17 22:00:00,SHORT,5x,95159.5,2025-11-17 22:25:00,94588.543,WIN,3.00%,103744.44,-89.22,-66.71,18.73,31.60,short,-39.87,-34.06,53.79,79.49,short,-4253.84,-3239.86,6.61,8.93,short
2025-11-18 00:15:00,SHORT,5x,93849.3,2025-11-18 01:05:00,93286.20420000001,WIN,3.00%,106856.77,-103.57,-86.29,33.75,46.95,short,-148.51,-61.86,22.65,38.74,short,-4253.84,-3239.86,6.61,8.93,short
2025-11-18 02:35:00,SHORT,5x,93208.4,2025-11-18 02:45:00,92649.14959999999,WIN,3.00%,110062.48,-150.05,-121.78,15.15,33.77,short,-333.51,-135.80,17.84,25.09,short,-4253.84,-3239.86,6.61,8.93,short
2025-11-18 03:20:00,SHORT,5x,92582,2025-11-18 04:30:00,92026.508,WIN,3.00%,113364.35,-340.23,-292.03,14.68,18.83,short,-464.07,-201.45,12.12,21.58,short,-4253.84,-3239.86,6.61,8.93,short
2025-11-18 04:40:00,SHORT,5x,91838.4,2025-11-18 05:00:00,91287.36959999999,WIN,3.00%,116765.28,-333.94,-313.04,12.07,22.16,short,-628.72,-286.90,0.00,9.99,short,-4253.84,-3239.86,6.61,8.93,short
2025-11-18 10:25:00,SHORT,5x,91755.5,2025-11-18 11:10:00,91204.967,WIN,3.00%,120268.24,-30.33,-21.69,65.74,66.87,short,-867.79,-688.28,18.55,19.55,short,-4427.78,-3477.44,5.70,6.31,short
2025-11-18 11:40:00,SHORT,5x,91299,2025-11-18 11:55:00,90751.206,WIN,3.00%,123876.29,-173.73,-153.47,66.43,71.46,short,-947.28,-740.08,11.35,17.25,short,-4427.78,-3477.44,5.70,6.31,short
2025-11-18 13:20:00,SHORT,5x,89971,2025-11-18 13:45:00,89431.174,WIN,3.00%,127592.58,-283.90,-279.95,51.75,59.98,short,-1092.19,-852.22,0.00,5.19,short,-4427.78,-3477.44,5.70,6.31,short
2025-11-19 13:15:00,SHORT,5x,91678.5,2025-11-19 13:55:00,91128.429,WIN,3.00%,131420.35,-204.20,-164.92,18.14,21.49,short,-87.49,-11.75,17.53,28.70,short,-4625.92,-3707.14,4.45,5.59,short
2025-11-19 14:30:00,SHORT,5x,90606.2,2025-11-19 14:45:00,90062.5628,WIN,3.00%,135362.96,-340.11,-299.08,27.42,35.05,short,-225.97,-54.59,3.04,16.82,short,-4625.92,-3707.14,4.45,5.59,short
2025-11-19 20:00:00,SHORT,5x,91287.8,2025-11-20 00:30:00,90740.0732,WIN,3.00%,139423.85,-26.27,-8.30,6.82,9.07,short,-290.57,-223.47,47.42,48.16,short,-4625.92,-3707.14,4.45,5.59,short
2025-11-20 00:55:00,SHORT,5x,89901,2025-11-20 02:10:00,89361.594,WIN,3.00%,143606.57,-331.16,-141.62,0.00,0.98,short,-350.37,-258.41,54.94,63.97,short,-4625.92,-3707.14,4.45,5.59,short
2025-11-20 04:35:00,SHORT,5x,88695.8,2025-11-20 08:15:00,91356.674,LOSS,-15.00%,122065.58,-182.35,-180.28,16.35,29.19,short,-723.31,-465.84,0.00,3.89,short,-4625.92,-3707.14,4.45,5.59,short
2025-11-20 22:00:00,SHORT,5x,91694.2,2025-11-20 23:00:00,91144.0348,WIN,3.00%,125727.55,-1.42,-0.75,37.13,46.97,short,141.22,160.51,12.83,26.02,short,-5119.93,-3989.70,4.45,4.87,short
2025-11-20 23:35:00,SHORT,5x,91150.9,2025-11-21 00:05:00,90603.99459999999,WIN,3.00%,129499.38,-169.88,-147.78,58.47,58.93,short,71.26,142.66,0.40,12.07,short,-5119.93,-3989.70,4.45,4.87,short
2025-11-21 00:30:00,SHORT,5x,90271.7,2025-11-21 01:00:00,89730.0698,WIN,3.00%,133384.36,-285.04,-243.87,40.04,43.91,short,-82.41,97.65,0.00,4.41,short,-5119.93,-3989.70,4.45,4.87,short
2025-11-21 01:35:00,SHORT,5x,88475.3,2025-11-21 01:45:00,87944.4482,WIN,3.00%,137385.89,-686.07,-566.27,1.51,1.63,short,-359.81,6.15,0.00,0.13,short,-5119.93,-3989.70,4.45,4.87,short
2025-11-21 11:00:00,SHORT,5x,86905.3,2025-11-21 11:10:00,86383.8682,WIN,3.00%,141507.47,-58.91,-43.99,27.96,42.49,short,-1335.76,-1080.31,45.41,46.62,short,-5568.91,-4305.54,0.64,3.18,short
2025-11-21 11:35:00,SHORT,5x,86323.7,2025-11-21 11:40:00,85805.75779999999,WIN,3.00%,145752.69,-205.63,-147.35,28.02,31.19,short,-1335.76,-1080.31,45.41,46.62,short,-5568.91,-4305.54,0.64,3.18,short
2025-11-21 11:55:00,SHORT,5x,85396.4,2025-11-21 16:30:00,84884.0216,WIN,3.00%,150125.27,-355.67,-239.85,18.69,18.81,short,-1335.76,-1080.31,45.41,46.62,short,-5568.91,-4305.54,0.64,3.18,short
2025-11-21 16:55:00,SHORT,5x,84006.7,2025-11-21 18:20:00,83502.6598,WIN,3.00%,154629.03,-506.40,-366.39,63.58,64.07,short,-1468.39,-1289.15,64.06,71.11,short,-5568.91,-4305.54,0.64,3.18,short
2025-11-21 20:50:00,SHORT,5x,82233.1,2025-11-21 21:20:00,81739.7014,WIN,3.00%,159267.90,-148.64,-141.20,3.31,17.41,short,-1905.98,-1587.70,14.04,15.48,short,-5568.91,-4305.54,0.64,3.18,short
2025-11-27 09:50:00,LONG,5x,90443.5,2025-11-27 10:55:00,90986.16100000001,WIN,3.00%,164045.94,31.08,24.69,71.08,57.57,long,822.27,537.55,99.23,96.86,long,-4749.67,-5085.17,84.29,65.62,long
2025-11-27 11:20:00,LONG,5x,91099.9,2025-11-27 11:40:00,91646.4994,WIN,3.00%,168967.32,178.08,142.22,55.10,51.29,long,962.43,679.85,99.81,99.62,long,-4749.67,-5085.17,84.29,65.62,long
2025-11-27 18:00:00,LONG,5x,91459,2025-11-28 22:45:00,92007.754,WIN,3.00%,174036.33,44.61,32.45,93.59,87.83,long,950.17,906.42,47.04,42.68,long,-4749.67,-5085.17,84.29,65.62,long
2025-11-28 23:25:00,LONG,5x,92916.3,2025-11-30 03:10:00,90128.811,LOSS,-15.00%,147930.88,296.23,207.38,80.21,73.30,long,319.61,281.59,78.39,66.98,long,-4379.28,-4943.99,98.66,83.88,long
2025-11-30 05:30:00,LONG,5x,90680.7,2025-11-30 17:20:00,91224.7842,WIN,3.00%,152368.81,-7.29,-12.47,61.45,44.10,long,-69.93,-102.63,56.05,42.92,long,-4045.79,-4764.35,97.06,93.34,long
2025-12-03 15:00:00,LONG,5x,93753.5,2025-12-05 04:20:00,90940.895,LOSS,-15.00%,129513.49,222.19,200.58,50.96,41.19,long,1463.39,1325.94,52.65,50.40,long,-2940.43,-3970.61,84.96,82.38,long
2025-12-09 20:00:00,LONG,5x,90283.6,2025-12-10 00:00:00,90825.3016,WIN,3.00%,133398.89,-29.27,-47.73,94.16,79.08,long,-112.39,-115.71,47.85,45.35,long,-1769.15,-2656.08,84.25,75.98,long
2025-12-10 01:00:00,LONG,5x,93030.8,2025-12-10 01:15:00,93588.9848,WIN,3.00%,137400.86,589.92,344.14,96.69,96.22,long,389.06,36.19,89.30,84.20,long,-1769.15,-2656.08,84.25,75.98,long
2025-12-10 01:40:00,LONG,5x,94203.6,2025-12-11 09:35:00,91377.492,LOSS,-15.00%,116790.73,861.69,722.35,92.80,88.40,long,389.06,36.19,89.30,84.20,long,-1769.15,-2656.08,84.25,75.98,long
2025-12-12 03:00:00,LONG,5x,90154.4,2025-12-12 03:40:00,90695.32639999999,WIN,3.00%,120294.45,59.83,35.04,60.70,54.41,long,-435.33,-499.33,91.28,79.41,long,-1305.25,-2207.54,96.72,90.29,long
2025-12-12 04:20:00,LONG,5x,91091.8,2025-12-12 05:50:00,91638.3508,WIN,3.00%,123903.29,243.01,206.83,35.98,26.81,long,-353.70,-470.20,100.00,93.02,long,-1305.25,-2207.54,96.72,90.29,long
2025-12-17 13:15:00,SHORT,5x,87093.1,2025-12-17 14:00:00,86570.5414,WIN,3.00%,127620.39,-68.74,-61.94,32.29,35.62,short,47.72,82.08,16.87,35.50,short,-1795.98,-1737.49,13.76,25.68,short
2025-12-17 14:20:00,SHORT,5x,86310.5,2025-12-17 23:50:00,88899.815,LOSS,-15.00%,108477.33,-226.97,-181.30,26.12,26.63,short,-12.75,63.12,0.00,17.51,short,-1795.98,-1737.49,13.76,25.68,short
2025-12-18 02:10:00,SHORT,5x,86616.1,2025-12-18 03:40:00,86096.40340000001,WIN,3.00%,111731.65,-419.69,-391.33,62.14,68.94,short,4.42,13.17,22.35,50.04,short,-1795.98,-1737.49,13.76,25.68,short
2025-12-18 04:05:00,SHORT,5x,85339.6,2025-12-18 22:10:00,87899.78800000002,LOSS,-15.00%,94971.90,-366.29,-296.39,4.88,10.18,short,-174.11,-43.15,7.69,14.47,short,-1795.98,-1737.49,13.76,25.68,short
2025-12-19 04:00:00,SHORT,5x,85471.3,2025-12-19 04:40:00,84958.4722,WIN,3.00%,97821.06,-363.04,-345.17,7.65,22.45,short,-107.10,128.09,0.00,19.15,short,-1946.56,-1779.30,13.76,17.70,short
2025-12-21 18:40:00,LONG,5x,88807.7,2025-12-22 09:10:00,89340.5462,WIN,3.00%,100755.69,163.21,138.82,31.11,26.29,long,105.50,66.57,83.96,62.61,long,-1561.14,-1730.55,63.24,41.87,long
2025-12-22 09:40:00,LONG,5x,89096,2025-12-22 17:20:00,89630.576,WIN,3.00%,103778.36,184.85,156.37,33.32,33.29,long,79.74,55.63,73.41,55.85,long,-1434.06,-1671.25,66.68,56.71,long
2025-12-22 18:30:00,LONG,5x,89686,2025-12-22 21:20:00,90224.116,WIN,3.00%,106891.71,116.89,116.47,37.27,28.47,long,284.09,171.26,100.00,97.46,long,-1434.06,-1671.25,66.68,56.71,long
2025-12-26 11:05:00,LONG,5x,87564.6,2025-12-26 11:10:00,88089.98760000001,WIN,3.00%,110098.46,47.56,0.28,95.34,93.42,long,88.16,58.92,41.57,17.20,long,-1296.98,-1475.88,59.18,56.00,long
2025-12-26 11:40:00,LONG,5x,89189.9,2025-12-29 12:30:00,89725.0394,WIN,3.00%,113401.42,481.58,297.43,99.43,99.05,long,88.16,58.92,41.57,17.20,long,-1296.98,-1475.88,59.18,56.00,long
2025-12-30 15:10:00,LONG,5x,87299.9,2025-12-30 17:10:00,87823.6994,WIN,3.00%,116803.46,-3.09,-4.78,90.12,76.32,long,-225.87,-239.14,71.45,61.27,long,-960.85,-1238.75,85.90,83.35,long
2025-12-30 17:45:00,LONG,5x,87947.9,2025-12-30 23:50:00,88475.58739999999,WIN,3.00%,120307.56,143.69,121.42,32.91,32.90,long,-149.10,-214.97,100.00,85.18,long,-960.85,-1238.75,85.90,83.35,long
2025-12-31 00:25:00,LONG,5x,88433,2025-12-31 00:50:00,88963.598,WIN,3.00%,123916.79,103.03,96.06,35.85,34.39,long,192.84,5.21,100.00,98.91,long,-960.85,-1238.75,85.90,83.35,long
2025-12-31 08:00:00,LONG,5x,88360,2025-12-31 20:10:00,88890.16,WIN,3.00%,127634.29,52.42,50.98,38.59,29.74,long,167.87,147.21,33.29,25.06,long,-960.85,-1238.75,85.90,83.35,long
2026-01-01 18:00:00,LONG,5x,87747.8,2026-01-02 02:30:00,88274.2868,WIN,3.00%,131463.32,21.88,16.27,53.82,44.06,long,-124.36,-138.08,76.27,62.04,long,-771.02,-1093.17,90.98,85.43,long
2026-01-02 07:00:00,LONG,5x,88411.5,2026-01-02 12:10:00,88941.969,WIN,3.00%,135407.22,34.05,29.18,85.64,69.34,long,118.16,36.44,88.73,87.45,long,-771.02,-1093.17,90.98,85.43,long
2026-01-02 17:10:00,LONG,5x,89040.6,2026-01-02 19:05:00,89574.84360000001,WIN,3.00%,139469.44,29.02,27.14,58.52,30.23,long,249.21,200.79,59.78,51.75,long,-558.71,-986.28,90.98,87.12,long
2026-01-02 19:45:00,LONG,5x,89701.1,2026-01-03 01:30:00,90239.30660000001,WIN,3.00%,143653.52,165.05,161.22,31.01,29.02,long,330.11,240.60,94.66,76.19,long,-558.71,-986.28,90.98,87.12,long
2026-01-03 02:00:00,LONG,5x,90617.5,2026-01-04 09:05:00,91161.205,WIN,3.00%,147963.13,281.00,219.07,54.07,48.48,long,448.82,352.88,76.36,61.90,long,-558.71,-986.28,90.98,87.12,long
2026-01-12 09:00:00,LONG,5x,90877.1,2026-01-12 10:00:00,91422.36260000001,WIN,3.00%,152402.02,73.92,43.36,79.07,78.30,long,59.81,42.80,48.88,26.27,long,509.52,320.74,44.07,43.00,long
2026-01-12 11:10:00,LONG,5x,91696.1,2026-01-12 11:50:00,92246.27660000001,WIN,3.00%,156974.08,158.44,147.36,62.64,45.89,long,190.42,81.14,93.66,74.46,long,509.52,320.74,44.07,43.00,long
2026-01-12 12:10:00,LONG,5x,92389.9,2026-01-14 00:35:00,92944.23939999999,WIN,3.00%,161683.30,286.47,241.66,91.16,89.47,long,228.58,110.63,88.27,87.59,long,509.52,320.74,44.07,43.00,long
2026-01-14 01:30:00,LONG,5x,93491.4,2026-01-14 04:30:00,94052.34839999999,WIN,3.00%,166533.80,282.36,258.22,52.21,52.00,long,423.37,281.26,97.81,88.39,long,840.54,424.70,64.54,50.26,long
2026-01-14 04:55:00,LONG,5x,94179.5,2026-01-14 07:10:00,94744.577,WIN,3.00%,171529.82,195.44,149.03,100.00,99.52,long,593.53,402.93,90.31,89.48,long,840.54,424.70,64.54,50.26,long
2026-01-15 00:20:00,LONG,5x,96816.7,2026-01-15 01:10:00,97397.6002,WIN,3.00%,176675.71,448.93,354.67,57.80,56.68,long,714.65,691.84,62.65,36.69,long,1212.58,582.27,82.21,63.61,long
2026-01-15 01:35:00,LONG,5x,97410.2,2026-01-17 00:30:00,94487.894,LOSS,-15.00%,150174.35,369.03,367.79,63.29,60.15,long,808.76,715.22,92.46,64.29,long,1212.58,582.27,82.21,63.61,long
2026-01-20 13:10:00,SHORT,5x,92273.1,2026-01-20 14:00:00,91719.4614,WIN,3.00%,154679.59,-61.08,-59.92,50.05,66.61,short,-355.09,-336.09,4.46,16.95,short,759.21,1058.11,8.36,28.24,short
2026-01-20 15:15:00,SHORT,5x,90878.7,2026-01-20 23:45:00,90333.42779999999,WIN,3.00%,159319.97,-235.59,-199.35,60.60,73.60,short,-507.34,-382.48,0.00,1.49,short,759.21,1058.11,8.36,28.24,short
2026-01-21 01:40:00,SHORT,5x,90090,2026-01-21 02:45:00,89549.46,WIN,3.00%,164099.57,-86.17,-68.38,10.59,24.76,short,-679.98,-605.91,34.86,39.04,short,759.21,1058.11,8.36,28.24,short
2026-01-21 03:35:00,SHORT,5x,89556.4,2026-01-21 07:30:00,89019.0616,WIN,3.00%,169022.56,-188.78,-185.07,39.51,46.50,short,-788.20,-662.76,14.79,27.10,short,759.21,1058.11,8.36,28.24,short
2026-01-21 08:00:00,SHORT,5x,88118.5,2026-01-22 01:55:00,87589.789,WIN,3.00%,174093.24,-341.37,-227.04,32.78,34.47,short,-958.11,-806.47,10.27,25.82,short,759.21,1058.11,8.36,28.24,short
2026-01-25 09:00:00,SHORT,5x,89204.3,2026-01-25 15:10:00,88669.0742,WIN,3.00%,179316.03,-25.07,-9.75,5.27,12.21,short,-82.66,-69.76,40.93,44.56,short,-499.36,281.74,7.60,10.66,short
2026-01-25 16:10:00,SHORT,5x,88690.5,2026-01-25 17:40:00,88158.357,WIN,3.00%,184695.51,-55.11,-53.78,58.33,68.37,short,-183.90,-130.16,5.87,10.32,short,-499.36,281.74,7.60,10.66,short
2026-01-26 00:20:00,SHORT,5x,88606.4,2026-01-26 01:00:00,88074.7616,WIN,3.00%,190236.38,-17.25,-4.30,21.77,32.02,short,-216.58,-210.37,78.76,83.56,short,-499.36,281.74,7.60,10.66,short
2026-01-26 01:10:00,SHORT,5x,87865.2,2026-01-26 03:30:00,87338.0088,WIN,3.00%,195943.47,-152.84,-74.19,0.00,4.55,short,-252.49,-218.80,56.45,75.25,short,-499.36,281.74,7.60,10.66,short
2026-01-26 04:10:00,SHORT,5x,87243.3,2026-01-26 04:20:00,86719.8402,WIN,3.00%,201821.77,-201.73,-194.69,69.20,70.24,short,-482.31,-303.91,7.18,20.88,short,-499.36,281.74,7.60,10.66,short
2026-01-26 04:55:00,SHORT,5x,86459.4,2026-01-28 05:20:00,89053.182,LOSS,-15.00%,171548.51,-345.31,-310.29,45.06,49.13,short,-482.31,-303.91,7.18,20.88,short,-499.36,281.74,7.60,10.66,short
2026-01-29 09:00:00,SHORT,5x,89105,2026-01-29 10:25:00,88570.37,WIN,3.00%,176694.96,-22.24,-8.23,21.66,32.03,short,103.00,204.89,9.03,11.97,short,-1020.77,-340.57,20.99,21.32,short
2026-01-29 10:50:00,SHORT,5x,88518.1,2026-01-29 11:45:00,87986.9914,WIN,3.00%,181995.81,-139.12,-98.27,8.96,15.09,short,30.49,170.01,3.44,9.21,short,-1020.77,-340.57,20.99,21.32,short
2026-01-29 18:10:00,SHORT,5x,87961.2,2026-01-29 23:50:00,87433.4328,WIN,3.00%,187455.69,-60.49,-45.16,49.67,49.91,short,-308.91,-179.18,27.32,29.21,short,-1020.77,-340.57,20.99,21.32,short
2026-01-30 00:00:00,SHORT,5x,86502,2026-01-30 00:10:00,85982.988,WIN,3.00%,193079.36,-228.97,-94.45,0.00,9.92,short,-611.75,-356.41,16.83,29.33,short,-1020.77,-340.57,20.99,21.32,short
2026-01-30 00:35:00,SHORT,5x,85060.1,2026-01-30 00:40:00,84549.7394,WIN,3.00%,198871.74,-720.07,-506.02,16.08,17.14,short,-611.75,-356.41,16.83,29.33,short,-1020.77,-340.57,20.99,21.32,short
2026-01-30 02:55:00,SHORT,5x,84225,2026-01-30 03:25:00,83719.65,WIN,3.00%,204837.89,-281.80,-263.87,7.97,25.98,short,-928.40,-533.64,8.22,10.66,short,-1020.77,-340.57,20.99,21.32,short
2026-01-30 10:00:00,SHORT,5x,84048.1,2026-01-30 10:20:00,83543.8114,WIN,3.00%,210983.03,-78.22,-23.04,0.00,9.69,short,-1311.51,-1118.83,40.83,49.57,short,-1328.43,-538.15,11.61,19.96,short
2026-01-30 11:10:00,SHORT,5x,81874.4,2026-01-30 11:20:00,81383.15359999999,WIN,3.00%,217312.52,-625.88,-472.01,45.19,48.62,short,-1414.14,-1177.89,25.99,39.99,short,-1328.43,-538.15,11.61,19.96,short
2026-01-31 21:35:00,SHORT,5x,82868.1,2026-01-31 23:10:00,82370.89140000001,WIN,3.00%,223831.89,-41.40,-37.67,42.05,53.35,short,-256.08,-176.96,3.55,4.69,short,-1993.45,-829.21,0.00,10.87,short
2026-02-02 06:00:00,SHORT,5x,76832.3,2026-02-02 06:55:00,76371.3062,WIN,3.00%,230546.85,-153.54,-141.00,55.35,63.87,short,-829.24,-809.79,15.08,37.93,short,-2633.38,-1190.04,0.00,3.87,short
2026-02-05 11:00:00,SHORT,5x,72161.1,2026-02-05 11:15:00,71728.1334,WIN,3.00%,237463.26,-165.11,-100.68,23.19,34.48,short,-1097.16,-941.77,36.92,42.69,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-05 11:45:00,SHORT,5x,71866.6,2026-02-05 11:55:00,71435.4004,WIN,3.00%,244587.15,-180.09,-174.99,67.81,73.28,short,-1097.16,-941.77,36.92,42.69,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-05 12:20:00,SHORT,5x,71564.8,2026-02-05 12:50:00,71135.4112,WIN,3.00%,251924.77,-318.29,-272.08,28.94,30.81,short,-1168.28,-987.08,26.26,36.79,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-05 13:00:00,SHORT,5x,71050,2026-02-05 14:05:00,70623.7,WIN,3.00%,259482.51,-336.88,-318.44,25.64,29.69,short,-1236.67,-1037.00,15.89,26.36,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-05 14:20:00,SHORT,5x,70274.3,2026-02-05 21:10:00,69852.6542,WIN,3.00%,267266.99,-294.65,-269.43,25.19,33.58,short,-1290.39,-1087.67,7.80,16.65,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-05 21:45:00,SHORT,5x,69439.5,2026-02-06 00:00:00,69022.863,WIN,3.00%,275285.00,-423.20,-381.55,51.37,53.67,short,-1246.88,-1199.43,31.92,53.24,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-06 00:30:00,SHORT,5x,66933.6,2026-02-06 02:20:00,66531.99840000001,WIN,3.00%,283543.55,-657.16,-332.55,1.99,4.09,short,-1449.71,-1273.05,6.99,11.05,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-06 04:50:00,SHORT,5x,65291.9,2026-02-06 05:15:00,64900.1486,WIN,3.00%,292049.85,-311.16,-311.00,26.78,44.49,short,-1942.25,-1563.38,10.04,18.07,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-06 06:15:00,SHORT,5x,62924,2026-02-06 08:05:00,64811.72,LOSS,-15.00%,248242.37,-678.21,-663.73,72.52,82.62,short,-2349.09,-1815.82,0.71,5.82,short,-5144.53,-2891.27,3.56,9.52,short
2026-02-15 16:15:00,LONG,5x,70753.1,2026-02-16 02:45:00,68630.507,LOSS,-15.00%,211006.02,87.87,73.25,50.25,40.96,long,359.36,333.69,99.58,93.56,long,-5128.85,-5240.84,97.96,91.52,long
